20 Hz,35 Hz,50 Hz,70 Hz,95 Hz
,,92.6,104.4,48.8
,,65.3,45.7,25.5
,,86.9,56.7,60.0
,,81.7,56.2,56.6
,,78.8,80.5,75.0
,,62.3,72.2,20.2
,,55.2,69.9,45.4
,,77.0,46.3,63.3
,,79.5,51.9,70.1
,,100.6,44.2,33.6
,,82.1,44.2,52.0
,,60.4,39.6,30.7
,,60.5,57.2,75.3
,,94.4,55.5,66.4
,,149.8,81.3,79.8
,,58.4,52.4,68.0
,,89.8,72.6,47.9
,,66.8,32.5,36.7
,,77.8,54.1,50.0
,,83.0,77.1,55.1
,,58.2,108.6,30.5
,,69.9,74.8,30.8
,,69.9,44.1,34.8
,,74.9,73.6,45.3
,,49.8,68.2,54.2
,,104.9,42.7,76.7
,,74.4,70.3,44.3
,,40.9,75.1,56.4
,,62.6,61.8,46.6
,,64.4,51.4,70.0
,,79.5,80.6,51.8
,,74.1,69.5,49.5
,,73.8,49.0,33.7
,,49.6,46.9,53.8
,,69.9,60.4,66.0
,,102.3,45.6,49.7
,,72.7,51.2,51.9
,,66.2,46.5,41.0
,,34.7,44.2,52.4
,,75.2,108.6,49.6
,,55.1,65.4,35.5
,,60.1,55.1,58.9
,,73.1,84.8,65.2
,,71.6,46.9,62.9
,,94.7,69.5,39.7
,,66.4,44.9,46.9
,,115.2,64.0,52.5
,,71.4,66.5,39.7
,,85.2,28.6,55.0
,,57.8,52.6,49.9
,,71.1,56.8,51.1
,,96.3,65.0,70.6
,,71.7,49.4,62.2
,,77.6,61.2,76.0
,,69.7,59.2,50.3
,,61.1,60.2,45.9
,,73.4,50.5,63.5
,,80.3,59.8,38.5
,,60.6,68.6,62.7
,,72.2,58.8,45.7
,,66.7,36.9,86.6
,,77.8,52.7,40.5
,,64.8,34.5,38.1
,,72.5,76.0,43.4
,,68.7,47.6,31.2
,,71.5,60.0,36.0
,,80.8,56.8,61.6
,,108.7,39.0,25.1
,,51.1,63.6,71.3
,,78.2,71.4,46.7
,,56.6,48.9,31.3
,,79.2,48.2,61.6
,,59.2,71.7,44.4
,,53.7,73.3,42.4
,,53.2,44.9,57.4
,,86.3,49.4,48.4
,,70.6,62.5,50.4
,,99.3,65.9,44.3
,,55.1,51.1,47.2
,,64.0,47.8,30.0
,,66.7,57.2,40.3
,,77.1,56.2,43.9
,,64.7,58.4,59.1
,,60.5,60.4,52.8
,,49.3,73.9,42.0
,,61.8,73.4,62.4
,,69.4,68.9,38.9
,,76.2,57.1,66.8
,,67.0,65.9,42.1
,,53.7,52.7,42.2
,,82.3,67.5,42.7
,,83.2,84.4,51.7
,,101.2,58.1,86.4
,,86.0,38.4,30.3
,,67.7,49.1,20.0
,,137.0,59.9,38.3
,,48.6,41.3,41.3
,,80.1,57.9,35.8
,,59.6,79.3,57.7
,,80.7,67.9,61.9
,,67.7,52.8,58.4
,,66.3,44.4,51.9
,,55.9,66.6,80.7
,,61.3,68.6,33.0
,,74.0,60.3,63.4
,,69.9,60.8,39.6
,,57.2,48.2,40.3
,,61.0,59.6,55.0
,,60.5,65.2,29.9
,,83.4,57.4,55.6
,,91.1,56.5,71.1
,,68.6,41.4,62.0
,,53.0,43.3,50.3
,,72.7,62.6,39.5
,,42.9,59.2,47.8
,,77.7,61.3,59.4
,,62.0,42.3,54.0
,,64.4,88.3,40.5
,,71.5,48.8,49.6
,,65.8,47.0,44.1
,,85.2,30.2,69.1
,,36.0,77.0,60.4
,,66.1,53.0,39.3
,,63.3,77.7,37.7
,,65.1,36.0,38.6
,,63.3,80.5,59.9
,,95.5,63.6,45.1
,,71.5,50.9,17.1
,,54.9,58.2,58.7
,,74.7,68.6,30.0
,,49.8,74.4,47.2
,,67.3,55.0,34.9
,,80.7,62.8,56.6
,,73.6,75.8,40.6
,,47.9,65.8,47.6
,,44.7,56.8,42.2
,,87.9,73.3,31.1
,,46.1,61.7,49.4
,,95.9,63.6,46.5
,,62.7,44.8,41.2
,,95.9,58.5,55.1
,,53.6,44.7,25.1
,,56.8,40.1,48.5
,,91.4,41.0,29.7
,,99.2,42.0,79.3
,,85.1,58.6,43.2
,,67.9,53.2,37.2
,,97.4,41.3,40.9
,,82.6,63.7,49.1
,,82.8,75.8,58.5
,,61.0,54.4,51.1
,,77.3,49.1,60.2
,,58.6,76.2,34.7
,,78.0,52.7,58.7
,,85.9,53.8,53.6
,,72.0,74.6,39.8
,,61.9,55.8,27.6
,,73.0,61.5,38.6
,,99.7,43.6,51.6
,,69.3,68.6,41.3
,,87.5,51.1,41.3
,,49.5,70.2,49.3
,,83.2,72.7,49.0
,,97.9,50.9,34.0
,,97.8,61.6,60.5
,,53.6,100.3,52.9
,,63.2,71.0,48.9
,,68.1,49.8,48.4
,,70.2,37.1,38.9
,,75.5,33.7,53.2
,,96.3,70.3,47.7
,,82.5,55.6,52.0
,,58.1,42.9,74.2
,,62.1,42.5,38.8
,,66.9,42.9,31.5
,,49.3,95.4,43.2
,,73.0,76.3,39.3
,,84.8,58.6,28.3
,,51.2,93.0,67.1
,,105.2,36.3,50.8
,,72.0,38.0,54.5
,,76.8,54.5,69.1
,,102.8,44.0,35.7
,,75.3,62.0,36.0
,,55.9,46.3,41.9
,,82.8,48.8,55.2
,,69.6,61.7,44.9
,,56.5,51.0,34.6
,,84.4,57.4,59.1
,,86.5,48.3,55.1
,,61.8,48.5,30.7
,,95.3,67.0,38.7
,,82.1,64.0,62.7
,,99.2,51.9,39.1
,,80.8,46.3,62.9
,,49.1,51.1,64.3
,,78.1,72.4,46.5
,,77.6,60.1,42.5
,,44.3,43.8,36.4
,,81.1,71.2,50.6
,,101.0,48.9,40.0
,,93.8,54.7,51.1
,,57.2,52.1,25.7
,,47.5,79.6,59.6
,,52.8,64.4,46.4
,,80.2,60.7,55.1
,,71.8,66.3,37.4
,,64.3,77.6,51.9
,,89.3,41.3,63.2
,,42.9,67.1,32.3
,,52.2,60.7,48.3
,,77.8,49.8,54.4
,,69.3,41.0,50.6
,,113.1,34.8,62.2
,,58.3,31.8,86.6
,,107.3,75.3,51.9
,,81.3,64.0,63.9
,,68.6,33.6,80.0
,,68.1,61.7,30.8
,,80.3,54.6,63.0
,,84.0,63.3,47.8
,,90.2,78.7,43.8
,,58.8,58.5,66.1
,,109.7,49.1,66.9
,,43.1,79.4,40.5
,,87.7,57.9,54.3
,,52.2,23.3,43.3
,,75.6,67.4,53.3
,,72.2,57.9,51.4
,,100.5,55.8,37.7
,,56.7,61.1,54.9
,,97.5,61.5,62.6
,,87.6,50.3,37.9
,,61.3,70.5,58.9
,,86.6,55.9,49.6
,,66.2,67.0,28.1
,,79.6,54.6,125.3
,,75.5,55.9,52.7
,,54.8,80.5,61.3
,,68.2,56.6,56.7
,,60.9,46.5,35.1
,,94.6,66.6,86.9
,,57.6,72.2,43.7
,,56.6,59.3,32.9
,,98.0,50.0,39.9
,,58.5,57.6,54.8
,,54.4,61.1,46.5
,,91.7,60.4,49.3
,,113.3,53.1,54.2
,,132.3,52.9,40.1
,,77.5,90.9,31.7
,,65.1,52.2,41.0
,,56.0,48.6,51.8
,,55.8,44.6,44.5
,,70.6,93.5,45.2
,,58.8,44.6,61.4
,,58.8,67.7,47.7
,,103.5,58.3,23.4
,,95.5,57.6,84.1
,,62.8,60.9,47.8
,,39.8,65.3,59.0
,,68.0,63.2,74.3
,,73.2,70.3,67.3
,,98.8,62.6,52.1
,,69.2,72.9,30.2
,,77.0,59.1,66.7
,,62.4,71.3,30.1
,,66.2,88.1,30.6
,,54.1,39.8,51.4
,,88.2,55.2,71.6
,,88.8,67.8,64.9
,,70.3,85.0,35.3
,,54.1,68.5,39.2
,,48.7,78.6,37.0
,,59.4,55.0,52.0
,,88.1,65.9,56.8
,,51.2,54.6,28.0
,,55.4,69.3,59.2
,,52.3,62.3,44.0
,,51.0,34.2,47.5
,,82.9,64.3,42.2
,,54.2,33.8,59.9
,,95.7,47.8,44.0
,,67.1,40.9,25.6
,,67.8,82.1,56.3
,,85.4,48.5,66.3
,,73.4,48.9,88.4
,,56.9,41.0,41.4
,,70.0,58.5,61.9
,,70.2,48.1,52.1
,,92.6,69.7,28.5
,,105.9,62.6,53.0
,,82.9,69.3,34.4
,,118.5,53.2,42.6
,,66.5,72.7,51.7
,,45.3,54.2,35.9
,,62.0,54.9,29.4
,,62.5,65.6,62.8
,,79.5,74.0,66.0
,,67.0,60.5,33.7
,,104.8,66.3,55.3
,,70.8,37.9,54.3
,,81.3,68.8,55.8
,,83.2,50.8,52.2
,,79.4,57.3,55.8
,,44.4,34.5,34.8
,,48.6,44.3,39.4
,,113.5,31.1,54.9
,,71.1,65.4,34.4
,,60.6,27.8,30.1
,,64.9,72.5,60.5
,,65.2,58.8,51.1
,,35.4,57.3,78.7
,,75.3,65.6,62.9
,,89.9,59.4,36.2
,,66.6,54.7,62.0
,,87.4,41.0,53.5
,,52.7,55.5,28.7
,,82.3,49.2,51.7
,,65.9,41.7,36.6
,,101.6,72.4,59.1
,,85.2,53.4,42.6
,,62.9,62.8,46.8
,,64.4,47.7,46.1
,,74.7,110.4,49.6
,,139.3,39.3,51.4
,,48.2,64.6,51.6
,,72.1,64.0,41.7
,,59.0,78.3,82.2
,,67.6,64.5,65.4
,,100.4,68.3,42.8
,,79.2,55.9,40.2
,,54.5,64.5,38.5
,,51.2,79.9,51.4
,,76.0,31.2,58.2
,,84.4,81.7,54.8
,,69.5,49.1,35.3
,,69.0,55.1,42.1
,,75.7,45.4,53.1
,,87.4,39.1,46.2
,,59.6,63.8,49.6
,,65.5,69.6,58.5
,,56.6,65.9,28.1
,,76.5,65.0,48.9
,,66.6,56.0,59.2
,,88.2,62.1,39.8
,,93.9,55.0,70.4
,,44.5,61.0,53.5
,,82.7,32.2,41.1
,,93.0,51.2,49.6
,,66.6,58.3,49.3
,,67.7,42.7,55.3
,,86.0,50.8,72.3
,,80.5,67.1,56.4
,,68.2,52.6,50.0
,,55.5,38.5,43.0
,,60.5,89.0,47.8
,,69.3,54.3,30.2
,,58.2,61.2,64.8
,,59.8,50.2,66.6
,,72.4,48.2,30.6
,,48.1,61.9,79.2
,,63.4,69.2,45.0
,,35.6,75.7,35.4
,,79.2,76.2,47.2
,,28.5,70.2,55.7
,,79.8,66.7,52.1
,,57.2,41.7,41.4
,,68.7,49.4,68.6
,,70.1,53.7,63.2
,,51.7,53.3,36.0
,,33.2,67.5,63.9
,,62.9,65.7,60.6
,,86.3,59.5,47.4
,,78.0,58.3,40.1
,,73.6,43.6,45.3
,,63.3,44.2,46.2
,,61.1,58.8,49.4
,,56.0,59.2,52.6
,,127.8,42.8,39.8
,,130.8,57.3,73.6
,,54.3,63.4,46.2
,,68.7,51.6,48.3
,,78.9,69.6,41.2
,,92.7,55.7,41.2
,,80.0,65.0,55.7
,,74.6,64.3,63.4
,,49.4,56.8,68.1
,,81.3,90.9,40.5
,,83.8,45.8,49.3
,,72.4,55.7,54.0
,,107.6,29.4,46.6
,,66.4,66.8,32.4
,,59.6,53.5,47.2
,,72.9,50.8,39.8
,,62.7,47.4,49.3
,,61.7,34.5,36.1
,,88.4,42.6,52.1
,,59.4,61.2,35.2
,,87.4,79.8,42.0
,,39.0,63.9,44.0
,,66.2,61.4,41.7
,,64.2,78.7,44.8
,,48.4,53.6,52.3
,,74.4,52.9,58.9
,,74.8,56.2,67.0
,,75.8,56.6,84.8
,,69.0,78.2,59.5
,,84.6,69.1,58.1
,,88.9,76.0,32.0
,,57.0,56.7,29.5
,,82.1,70.2,33.2
,,74.4,43.3,48.3
,,62.4,54.3,40.2
,,68.8,67.4,29.0
,,69.6,57.0,50.6
,,103.4,61.6,38.0
,,51.8,56.3,56.0
,,77.1,54.3,88.6
,,30.5,72.1,37.4
,,69.4,45.4,49.5
,,102.3,59.5,54.0
,,53.9,42.5,51.8
,,71.3,61.4,47.5
,,57.6,34.2,52.5
,,83.7,47.8,63.1
,,73.6,56.3,45.0
,,57.6,90.5,50.6
,,71.2,53.5,52.0
,,67.2,73.1,38.8
,,59.7,49.3,40.8
,,76.8,89.8,79.9
,,47.5,101.2,49.4
,,89.7,57.9,59.6
,,114.2,48.6,37.6
,,20.4,78.4,37.2
,,72.4,71.9,40.4
,,92.1,85.7,38.3
,,42.5,40.9,34.5
,,83.8,60.2,34.4
,,85.8,69.9,49.7
,,75.3,63.7,54.5
,,90.3,51.7,60.9
,,71.7,69.3,78.1
,,90.8,22.0,34.3
,,96.5,50.3,42.3
,,87.9,56.6,84.9
,,74.7,83.0,32.3
,,71.1,82.6,43.5
,,76.5,71.8,33.8
,,83.2,79.9,31.2
,,81.1,70.1,46.7
,,122.3,85.5,59.6
,,59.9,82.6,44.4
,,64.1,49.1,60.1
,,73.6,81.2,37.7
,,67.3,58.8,40.3
,,102.7,52.0,34.5
,,71.8,62.7,60.6
,,101.4,44.0,57.8
,,90.4,52.3,56.4
,,70.9,48.2,29.3
,,67.9,46.6,44.4
,,63.6,65.4,36.9
,,67.8,66.0,56.9
,,74.2,74.7,38.6
,,77.0,60.9,43.1
,,64.7,43.5,47.2
,,66.4,71.9,46.2
,,86.7,62.3,48.4
,,103.5,53.3,43.1
,,94.1,62.4,52.1
,,105.5,60.0,55.8
,,64.8,40.3,31.7
,,72.7,55.3,59.2
,,72.3,70.2,50.9
,,108.2,62.9,42.7
,,54.6,42.3,58.1
,,78.5,79.2,65.7
,,98.3,61.8,82.4
,,73.9,63.1,41.7
,,69.0,61.7,38.6
,,61.4,39.5,38.1
,,67.4,74.0,59.8
,,98.6,53.5,32.9
,,51.4,85.3,61.0
,,89.9,30.3,66.6
,,75.1,59.7,64.4
,,69.9,58.3,61.8
,,54.3,66.9,56.5
,,82.9,46.4,44.5
,,63.1,59.7,31.9
,,43.5,60.5,56.6
,,54.9,59.8,41.6
,,72.8,73.4,44.6
,,104.6,43.0,46.5
,,83.1,58.5,23.7
,,58.5,44.6,48.8
,,86.5,70.4,41.1
,,97.5,63.3,53.6
,,62.2,48.4,34.4
,,78.5,35.4,38.8
,,80.4,51.9,62.2
,,85.9,58.7,55.9
,,55.4,77.6,43.0
,,60.9,61.2,45.7
,,63.5,54.1,50.5
,,61.5,62.3,53.7
,,58.4,48.5,39.3
,,82.5,70.4,52.6
,,86.3,77.7,52.3
,,63.3,49.2,53.6
,,83.1,70.3,68.8
,,108.3,56.0,58.8
,,57.7,66.6,30.9
,,51.9,72.6,81.3
,,69.7,46.8,54.4
,,67.1,36.7,46.7
,,83.8,62.0,42.8
,,67.7,50.5,65.0
,,57.8,43.6,47.6
,,66.4,50.7,37.4
,,47.7,60.2,44.4
,,79.8,85.8,44.5
,,112.4,52.4,70.7
,,69.2,67.9,48.8
,,66.7,80.1,37.1
,,63.6,45.0,42.0
,,88.6,56.3,28.2
,,72.5,55.5,48.8
,,107.2,71.0,77.5
,,70.8,60.0,54.4
,,73.4,50.4,74.3
,,66.0,49.9,53.3
,,82.4,66.3,33.9
,,65.9,57.9,56.4
,,91.4,40.7,93.9
,,64.6,60.5,63.9
,,58.6,75.2,43.2
,,73.1,29.6,60.3
,,67.6,57.6,39.8
,,67.7,77.0,53.8
,,66.8,42.5,40.7
,,57.7,64.0,43.1
,,54.2,92.2,19.9
,,92.8,70.5,36.1
,,60.4,62.7,24.3
,,77.8,41.0,58.3
,,86.2,84.5,43.7
,,105.2,72.2,64.5
,,57.7,65.8,58.9
,,54.3,66.1,38.9
,,90.6,98.5,26.5
,,85.1,58.5,49.7
,,62.8,81.8,47.9
,,50.3,54.4,25.3
,,70.4,48.7,45.1
,,59.3,56.0,49.1
,,78.7,66.5,90.6
,,65.9,57.3,69.9
,,54.7,46.2,53.3
,,76.2,63.7,42.9
,,82.8,66.3,82.6
,,50.1,39.4,59.9
,,60.2,63.6,62.6
,,121.7,47.0,85.3
,,46.5,61.2,32.6
,,55.3,61.0,44.4
,,57.4,103.1,42.3
,,81.3,61.8,43.0
,,103.9,59.8,39.4
,,77.2,68.6,48.2
,,87.6,45.3,44.8
,,79.9,90.0,39.6
,,51.7,70.0,37.7
,,105.0,43.1,32.6
,,63.5,44.3,37.5
,,80.5,76.0,47.6
,,62.9,47.1,89.7
,,67.4,69.1,55.2
,,51.7,66.0,50.0
,,95.1,100.7,37.6
,,124.4,44.0,36.5
,,78.7,17.1,37.7
,,62.4,66.9,56.4
,,78.9,46.5,61.2
,,100.0,76.7,40.3
,,65.2,58.3,35.2
,,137.7,69.5,33.5
,,71.5,25.9,46.1
,,68.7,50.0,37.7
,,76.3,39.1,61.2
,,71.0,66.9,26.8
,,74.5,72.0,53.2
,,87.8,67.5,52.2
,,63.0,64.3,30.7
,,67.0,50.7,37.2
,,53.0,57.2,59.1
,,53.7,52.8,55.3
,,67.2,70.0,28.2
,,86.2,50.7,42.5
,,65.0,64.5,30.0
,,63.8,52.4,23.4
,,91.3,67.8,35.8
,,75.7,47.1,77.6
,,52.7,50.1,52.7
,,88.1,40.9,66.4
,,77.7,53.6,32.3
,,99.6,51.3,46.2
,,63.2,61.5,47.0
,,12.9,57.3,45.8
,,80.4,75.2,50.6
,,83.0,61.8,53.1
,,77.6,53.0,23.6
,,54.0,43.3,65.6
,,67.8,60.2,54.2
,,75.0,64.5,65.9
,,138.7,58.1,45.7
,,70.4,73.1,37.3
,,52.7,46.4,47.6
,,63.2,49.6,48.5
,,82.8,65.3,77.1
,,80.1,33.4,52.9
,,62.8,44.9,34.4
,,63.9,55.7,31.1
,,66.4,53.2,51.9
,,75.2,60.3,65.0
,,55.4,37.8,61.4
,,95.1,65.2,59.3
,,104.5,52.7,40.9
,,53.9,61.4,33.4
,,118.1,86.9,52.4
,,92.2,57.8,62.5
,,89.5,49.4,91.5
,,75.7,67.0,47.3
,,44.9,69.7,31.5
,,80.9,59.4,58.3
,,76.4,50.1,54.2
,,45.6,57.6,58.9
,,73.1,73.1,62.8
,,98.8,76.9,37.2
,,109.6,42.2,32.3
,,64.2,77.8,67.0
,,66.0,70.8,48.0
,,65.6,48.6,48.7
,,76.7,56.3,54.8
,,98.0,44.6,35.9
,,56.3,55.5,63.5
,,71.4,48.8,94.8
,,72.3,58.9,44.4
,,57.9,88.2,59.7
,,29.1,58.0,47.0
,,78.8,59.4,56.0
,,56.5,40.6,32.2
,,69.3,69.6,43.6
,,79.1,57.2,46.1
,,68.2,55.4,50.2
,,55.2,63.8,41.4
,,43.5,47.2,42.7
,,52.6,63.8,30.9
,,56.3,57.1,64.0
,,51.4,43.6,50.2
,,48.7,64.9,50.9
,,70.0,41.6,35.0
,,83.5,57.1,46.0
,,64.7,62.3,49.1
,,96.9,57.4,54.7
,,86.5,48.0,26.9
,,54.0,67.8,34.0
,,69.1,35.3,45.7
,,111.0,73.0,52.0
,,84.1,66.3,31.5
,,85.6,57.8,53.2
,,90.4,40.5,53.1
,,63.9,70.1,43.3
,,63.1,73.9,33.4
,,111.8,56.4,33.3
,,52.9,111.5,51.5
,,122.1,56.4,46.3
,,49.9,61.2,54.8
,,55.1,48.0,35.0
,,102.7,94.0,62.1
,,71.0,58.1,70.1
,,69.9,56.5,66.4
,,72.5,69.0,69.3
,,70.0,38.7,55.2
,,80.2,72.3,49.1
,,62.7,72.9,73.2
,,70.5,21.7,63.6
,,73.4,61.9,65.5
,,60.4,77.5,68.9
,,80.5,59.2,20.9
,,60.1,64.8,62.9
,,67.5,72.0,64.4
,,83.8,63.0,43.2
,,45.2,60.1,90.7
,,81.6,64.7,46.6
,,70.1,85.1,50.9
,,75.9,66.5,47.1
,,50.4,56.6,54.5
,,79.6,73.3,65.0
,,65.5,65.8,72.3
,,54.1,66.0,55.0
,,96.4,57.0,54.3
,,62.1,55.1,46.8
,,59.5,55.2,43.8
,,68.4,47.0,45.1
,,58.4,54.8,45.0
,,74.7,61.9,65.5
,,73.0,43.2,51.6
,,76.8,64.2,36.7
,,115.0,86.2,27.4
,,56.1,61.4,36.8
,,60.3,65.8,58.7
,,79.4,65.8,45.9
,,65.3,49.3,35.6
,,61.3,51.5,21.2
,,62.5,36.5,40.6
,,58.7,93.8,24.6
,,74.3,73.6,72.1
,,70.8,54.7,47.1
,,77.1,30.6,48.7
,,22.7,70.2,23.1
,,59.3,53.4,60.3
,,55.5,84.7,48.6
,,63.6,62.7,51.5
,,73.6,84.0,45.7
,,78.7,50.5,72.8
,,78.8,53.7,26.7
,,71.9,59.1,54.8
,,62.3,42.3,44.2
,,70.6,31.0,48.9
,,94.0,60.1,63.5
,,84.1,59.8,44.8
,,69.9,61.0,41.5
,,53.1,71.2,44.1
,,58.1,65.4,56.6
,,99.9,66.0,67.4
,,61.2,40.6,41.4
,,54.3,46.6,56.3
,,54.4,51.0,71.4
,,69.9,50.9,49.2
,,67.9,54.1,43.1
,,77.2,72.8,51.6
,,104.4,48.8,47.4
,,63.8,58.3,59.6
,,72.0,66.8,52.7
,,69.8,55.6,38.3
,,41.6,48.6,35.2
,,118.7,80.5,64.9
,,64.7,68.1,86.0
,,51.8,53.5,72.6
,,50.9,64.7,63.5
,,64.5,58.7,65.6
,,85.0,77.9,32.3
,,67.4,62.5,60.7
,,54.1,88.0,52.9
,,62.7,50.0,62.0
,,58.2,55.7,55.2
,,59.1,70.8,39.1
,,112.7,63.8,34.3
,,121.8,62.0,48.3
,,62.6,40.2,62.2
,,85.7,100.2,58.9
,,68.4,44.5,58.6
,,98.1,44.3,38.0
,,83.4,41.8,86.3
,,63.1,40.7,41.1
,,69.3,78.0,58.5
,,88.2,74.3,72.1
,,78.0,53.9,49.6
,,73.5,75.3,59.3
,,73.8,52.8,69.3
,,64.2,58.0,41.2
,,74.6,63.0,66.3
,,94.1,39.5,46.3
,,81.3,46.4,54.0
,,54.2,53.2,71.4
,,61.8,56.7,46.8
,,69.9,78.5,40.6
,,109.8,79.0,57.5
,,66.8,48.8,70.2
,,87.8,38.4,52.8
,,91.6,29.2,44.2
,,77.8,74.1,49.2
,,52.0,75.9,48.4
,,84.4,79.9,59.5
,,95.3,43.1,65.9
,,47.6,68.0,50.5
,,88.2,68.9,75.8
,,63.2,39.1,69.2
,,61.1,58.6,40.2
,,57.1,49.1,55.5
,,98.4,42.4,41.0
,,50.3,74.9,41.2
,,65.2,43.9,55.3
,,59.4,52.1,70.4
,,55.3,59.5,42.0
,,73.8,63.8,66.3
,,103.5,49.0,37.7
,,99.8,72.3,57.0
,,78.1,53.7,51.7
,,56.7,57.6,45.2
,,53.2,60.2,41.2
,,69.6,40.4,54.6
,,88.8,64.0,52.0
,,81.9,76.7,70.4
,,104.0,41.8,47.7
,,69.0,64.9,52.9
,,51.5,95.1,47.0
,,57.5,56.9,38.1
,,74.6,49.7,79.8
,,94.3,76.6,48.6
,,69.5,78.2,55.6
,,87.1,51.9,55.8
,,58.9,42.5,61.1
,,59.0,44.3,61.1
,,76.1,40.5,90.9
,,94.2,44.2,48.2
,,54.8,64.9,50.8
,,56.0,57.0,57.8
,,60.1,33.9,43.4
,,72.9,66.2,47.8
,,62.0,55.5,61.0
,,92.9,71.2,48.0
,,56.6,55.3,36.0
,,84.0,44.1,51.3
,,82.7,68.5,38.6
,,84.4,65.0,41.4
,,78.1,43.2,24.2
,,66.0,80.9,41.8
,,79.1,59.2,82.6
,,69.3,55.7,44.9
,,55.7,84.5,46.8
,,48.6,69.0,55.1
,,87.5,54.7,41.5
,,68.4,52.2,36.8
,,68.0,76.9,45.6
,,70.0,56.0,59.9
,,100.5,76.9,39.8
,,63.3,47.4,31.0
,,75.5,46.7,70.2
,,56.1,68.7,63.4
,,56.1,122.2,61.3
,,70.0,70.2,49.4
,,54.9,103.6,45.4
,,79.8,32.8,28.1
,,72.4,79.5,45.8
,,81.4,47.4,40.2
,,58.5,37.2,48.5
,,70.9,48.9,35.3
,,72.0,52.9,50.2
,,63.6,62.2,64.2
,,76.8,71.8,69.9
,,76.3,88.1,38.8
,,51.0,37.1,44.8
,,52.5,54.7,47.8
,,88.9,67.2,42.9
,,27.9,46.1,65.0
,,36.1,45.0,79.3
,,72.6,49.6,68.7
,,81.3,60.5,36.7
,,72.6,62.6,64.8
,,64.0,62.0,46.4
,,104.5,38.4,43.5
,,93.4,62.1,33.9
,,73.7,57.5,43.1
,,78.6,45.1,47.6
,,94.3,64.2,36.6
,,72.9,42.0,37.4
,,83.2,59.1,43.1
,,65.1,53.5,79.6
,,46.6,39.9,71.4
,,70.9,68.0,67.2
,,56.4,79.8,45.5
,,69.4,51.5,50.5
,,94.6,69.3,52.5
,,77.5,65.1,53.4
,,66.0,55.6,61.9
,,69.5,69.2,59.1
,,56.0,79.0,61.3
,,73.4,106.2,50.2
,,111.5,73.6,78.6
,,89.3,76.3,36.0
,,97.2,62.3,28.3
,,75.5,52.0,49.4
,,71.2,44.3,34.9
,,80.3,40.2,49.6
,,76.5,47.8,66.6
,,118.2,69.7,65.3
,,61.9,101.4,47.9
,,130.9,61.1,50.1
,,50.3,58.6,52.0
,,72.1,51.2,55.8
,,61.2,63.4,60.9
,,60.7,47.0,63.5
,,71.1,53.6,33.6
,,70.8,45.5,54.3
,,94.9,81.6,54.8
,,73.8,67.3,62.7
,,76.4,62.5,49.6
,,66.2,66.9,51.4
,,46.1,69.1,38.1
,,67.7,54.5,49.4
,,52.4,70.9,44.1
,,78.0,49.5,62.0
,,87.7,100.0,72.4
,,59.9,42.4,33.5
,,59.4,77.4,55.7
,,59.7,63.8,54.9
,,53.8,69.3,44.3
,,59.9,53.8,49.8
,,88.4,54.6,62.3
,,79.7,51.9,55.9
,,46.4,56.1,95.0
,,76.3,64.6,42.2
,,60.6,71.0,84.6
,,47.9,53.0,47.0
,,77.9,71.1,38.8
,,74.2,35.4,44.9
,,60.3,52.6,38.1
,,77.5,72.4,40.2
,,103.3,37.9,47.6
,,91.4,46.6,44.9
,,119.1,73.7,66.8
,,59.0,71.7,23.4
,,84.2,66.5,49.1
,,81.1,62.7,51.2
,,63.4,51.5,41.2
,,71.9,58.9,40.7
,,67.4,55.5,59.0
,,57.0,76.4,29.5
,,73.6,99.8,39.9
,,84.7,48.4,63.8
,,88.7,69.4,35.1
,,79.2,84.1,27.8
,,76.7,67.5,39.8
,,53.1,69.1,62.7
,,78.0,42.5,41.2
,,62.6,28.7,33.3
,,57.4,57.5,52.8
,,76.9,47.8,63.2
,,76.9,67.5,33.8
,,64.4,46.5,65.4
,,81.9,135.5,32.3
,,70.8,49.0,66.3
,,112.8,62.2,69.4
,,94.0,82.4,43.2
,,50.1,70.6,40.9
,,79.3,93.7,51.9
,,73.6,46.0,36.0
,,66.9,71.1,66.9
,,93.4,51.0,97.1
,,41.2,55.0,46.2
,,58.5,53.7,35.4
,,63.9,66.3,44.2
,,93.0,42.6,45.8
,,93.9,71.5,60.6
,,67.4,43.4,53.3
,,77.7,39.9,42.8
,,76.7,108.1,47.7
,,64.8,76.4,39.2
,,45.2,76.2,66.0
,,57.0,64.2,65.5
,,59.4,68.1,89.4
,,79.1,52.1,34.9
,,82.7,46.5,63.0
,,68.6,71.6,46.8
,,64.8,49.1,37.1
,,61.5,78.5,31.3
,,85.7,61.8,38.3
,,64.7,57.4,58.0
,,70.6,80.1,56.4
,,94.2,49.8,39.4
,,75.8,37.9,84.2
,,84.8,55.6,75.6
,,57.6,55.3,49.0
,,52.1,59.3,56.7
,,120.2,49.0,32.3
,,74.9,62.8,54.3
,,59.4,79.5,32.7
,,76.1,62.8,52.6
,,59.0,32.1,56.6
,,66.9,33.2,68.6
,,60.1,76.1,39.1
,,70.6,71.0,55.1
,,50.3,57.6,27.0
,,66.3,69.6,57.5
,,58.7,45.2,39.0
,,95.9,76.1,44.3
,,57.4,72.3,51.4
,,64.5,85.7,52.8
,,69.3,47.5,43.6
,,62.5,92.7,69.6
,,80.7,70.4,38.5
,,57.8,62.3,31.0
,,95.8,50.0,41.0
