20 Hz,35 Hz,50 Hz,70 Hz,95 Hz
,,80.1,50.9,41.7
,,51.9,55.3,63.5
,,70.7,48.8,57.4
,,91.8,54.7,40.9
,,59.8,50.4,50.3
,,52.8,57.6,50.8
,,52.2,54.7,27.1
,,92.1,56.9,34.4
,,56.1,75.2,38.3
,,74.6,57.6,46.5
,,87.9,67.6,48.9
,,71.4,69.5,65.8
,,75.2,54.5,28.5
,,104.2,54.4,34.4
,,41.9,68.7,42.5
,,61.6,13.3,57.6
,,71.7,66.3,44.4
,,10.2,77.2,49.2
,,59.3,65.9,57.0
,,49.5,63.0,38.6
,,67.1,51.7,48.4
,,76.5,55.3,43.3
,,77.9,53.6,38.3
,,52.8,46.5,58.3
,,65.5,62.1,45.4
,,101.9,52.9,78.0
,,61.4,61.6,51.0
,,67.5,63.0,37.0
,,44.9,57.9,64.0
,,42.2,45.9,28.2
,,78.4,57.8,47.7
,,108.9,68.3,52.1
,,77.7,49.8,41.3
,,93.8,47.8,51.9
,,55.1,63.0,65.3
,,70.6,50.3,43.3
,,54.1,52.2,40.5
,,64.2,96.2,64.2
,,64.3,61.8,77.9
,,63.9,56.9,28.4
,,55.2,63.9,64.5
,,76.2,38.6,35.4
,,63.6,60.0,32.6
,,78.8,52.0,48.1
,,66.7,58.7,56.6
,,75.3,69.7,52.7
,,103.0,66.4,63.1
,,52.0,39.2,53.4
,,61.0,50.3,58.4
,,66.0,86.8,36.6
,,82.1,77.1,51.4
,,100.5,45.9,67.4
,,62.5,54.1,46.6
,,68.3,51.3,50.0
,,118.9,54.6,23.1
,,90.8,51.4,54.8
,,89.5,56.3,39.4
,,69.2,51.7,27.6
,,80.1,48.9,46.7
,,60.7,49.2,65.8
,,53.7,59.3,59.4
,,89.0,73.7,31.1
,,88.6,51.4,58.6
,,92.6,55.2,67.5
,,38.6,52.2,47.1
,,67.4,45.5,50.6
,,89.3,57.0,52.6
,,50.9,53.7,34.8
,,78.1,27.9,44.3
,,62.1,53.8,61.2
,,64.0,60.4,36.7
,,68.8,51.5,50.9
,,51.0,102.1,69.9
,,44.5,54.8,34.5
,,55.9,83.5,54.7
,,52.8,47.8,69.2
,,56.1,55.0,58.0
,,84.8,41.3,42.3
,,58.5,49.0,21.5
,,56.9,53.5,33.5
,,69.9,79.1,56.7
,,93.4,95.5,27.4
,,90.5,48.0,42.5
,,98.8,66.7,55.4
,,86.7,40.6,61.5
,,71.4,61.1,43.9
,,85.4,54.4,56.8
,,124.4,72.3,29.8
,,70.6,59.1,37.9
,,57.6,54.9,34.6
,,65.6,36.4,73.9
,,65.6,55.4,30.1
,,72.5,83.1,69.7
,,43.9,65.2,80.0
,,52.5,54.8,42.0
,,70.1,49.9,38.3
,,72.6,50.9,92.2
,,68.1,49.3,44.2
,,74.5,82.2,51.1
,,79.6,42.8,60.5
,,71.6,58.1,49.3
,,68.6,59.2,35.0
,,59.6,44.8,67.4
,,66.3,85.6,29.8
,,78.5,56.1,51.7
,,59.7,66.8,39.9
,,120.9,55.7,52.0
,,84.6,65.5,75.0
,,86.8,61.0,46.7
,,56.5,74.6,51.2
,,83.0,73.0,62.5
,,104.3,65.7,42.0
,,76.0,54.1,38.2
,,76.9,48.0,44.4
,,64.7,57.3,48.7
,,57.3,91.4,55.8
,,56.1,62.2,58.8
,,55.4,43.6,44.5
,,82.8,57.5,55.5
,,56.4,73.6,54.4
,,72.4,71.9,41.6
,,79.1,30.4,63.0
,,53.7,66.0,50.1
,,82.5,58.6,48.7
,,62.6,50.4,55.1
,,64.0,52.4,28.9
,,76.5,54.2,36.1
,,71.6,37.5,35.9
,,62.1,67.7,50.7
,,72.8,63.0,38.3
,,57.6,100.6,46.8
,,57.6,51.5,75.9
,,61.7,42.4,56.6
,,86.8,54.3,55.2
,,79.6,48.4,53.9
,,73.1,52.6,56.5
,,81.3,56.1,37.5
,,62.4,60.3,23.6
,,72.1,60.7,60.8
,,69.1,44.9,68.9
,,68.2,47.1,51.3
,,55.2,81.7,72.5
,,63.3,91.0,34.4
,,86.1,60.2,56.4
,,83.1,62.9,49.0
,,47.6,51.3,67.3
,,70.6,68.4,45.1
,,67.1,57.2,32.3
,,88.7,49.9,51.0
,,63.5,69.6,32.8
,,75.4,60.6,37.8
,,69.2,60.4,66.2
,,44.5,71.0,64.1
,,76.8,74.9,46.4
,,55.4,81.9,47.8
,,65.8,65.1,34.9
,,98.1,47.5,42.8
,,97.7,53.7,43.1
,,57.8,79.1,67.5
,,86.8,75.2,52.9
,,75.6,51.3,63.8
,,72.2,62.3,55.8
,,52.4,47.5,32.0
,,68.0,51.3,51.1
,,123.4,57.0,37.7
,,75.7,75.3,38.3
,,62.7,47.3,79.7
,,76.8,58.2,36.4
,,49.8,75.6,67.5
,,59.6,49.8,37.3
,,78.4,50.2,36.8
,,91.4,42.6,68.3
,,39.6,60.5,33.4
,,77.2,59.2,49.5
,,64.2,42.1,53.2
,,71.8,57.7,60.3
,,85.6,74.0,33.9
,,68.8,71.3,46.8
,,53.8,74.9,64.7
,,69.3,42.3,49.8
,,79.2,61.9,57.2
,,78.4,50.3,47.5
,,67.3,57.4,63.8
,,55.0,66.9,48.4
,,68.8,45.2,43.5
,,83.0,43.0,74.0
,,52.8,57.3,76.5
,,69.1,58.1,43.9
,,81.6,65.3,29.0
,,41.1,45.6,45.1
,,74.4,70.1,37.1
,,74.7,53.9,55.2
,,57.2,37.6,57.7
,,53.3,71.4,41.7
,,85.1,50.6,58.4
,,53.1,52.8,64.5
,,99.0,88.8,52.0
,,68.2,67.6,47.3
,,47.0,44.8,31.7
,,56.8,54.8,22.4
,,107.4,107.1,46.0
,,71.1,87.1,54.9
,,87.8,41.6,57.6
,,99.2,59.2,42.1
,,73.6,57.3,56.2
,,47.2,72.7,40.5
,,83.1,51.1,43.9
,,120.8,61.0,63.0
,,74.5,46.4,48.7
,,67.7,69.4,53.1
,,60.4,51.7,54.8
,,85.9,53.1,51.8
,,82.4,49.3,50.5
,,49.4,43.4,63.5
,,69.8,52.5,61.1
,,57.9,46.0,60.2
,,53.0,56.7,56.3
,,68.2,68.7,49.9
,,74.0,91.7,64.5
,,56.1,62.1,47.1
,,66.3,51.6,57.1
,,84.6,33.1,65.5
,,55.7,53.4,44.2
,,63.8,60.5,58.1
,,65.6,37.8,55.7
,,71.9,78.4,44.3
,,96.8,41.7,39.9
,,136.7,84.4,55.3
,,56.1,60.5,36.3
,,75.2,30.4,35.1
,,75.1,53.6,39.7
,,62.4,52.9,49.2
,,52.2,62.0,36.6
,,79.9,70.8,44.5
,,132.0,62.9,51.6
,,83.9,55.9,47.1
,,78.3,45.9,61.2
,,95.7,71.1,44.4
,,51.5,34.9,56.4
,,46.6,75.7,65.5
,,89.3,81.0,48.2
,,65.8,72.2,72.3
,,63.0,43.7,55.1
,,73.4,28.0,41.1
,,71.1,55.4,50.1
,,69.8,40.3,35.1
,,51.5,51.7,40.3
,,62.5,61.9,52.5
,,86.3,72.9,54.3
,,66.0,57.1,42.5
,,81.1,93.6,68.7
,,75.2,69.8,36.5
,,67.2,76.8,45.2
,,57.7,70.8,50.4
,,92.1,60.1,41.3
,,75.7,75.9,41.8
,,98.8,71.6,46.8
,,78.2,96.9,34.7
,,78.2,53.4,56.1
,,70.2,74.6,40.1
,,106.3,54.5,61.2
,,73.5,52.0,32.7
,,58.8,46.4,43.5
,,48.3,49.0,50.5
,,71.9,89.7,44.8
,,47.8,64.9,42.4
,,70.8,57.2,23.2
,,97.7,78.6,34.4
,,95.4,71.6,34.2
,,45.1,53.3,61.9
,,76.9,50.0,35.8
,,78.8,49.8,68.4
,,82.4,68.6,102.5
,,65.3,22.6,18.4
,,53.8,71.0,54.1
,,76.2,40.7,32.9
,,78.1,47.8,55.0
,,135.3,43.2,46.3
,,85.3,85.7,36.4
,,61.4,44.4,58.2
,,58.4,54.3,47.0
,,59.5,71.2,50.1
,,58.1,45.0,44.8
,,89.2,58.2,62.2
,,57.7,69.3,26.2
,,67.1,48.7,72.9
,,48.3,60.0,35.5
,,73.5,75.4,23.2
,,62.4,60.5,56.8
,,64.0,33.3,40.6
,,73.4,56.7,41.5
,,70.9,72.7,54.0
,,65.6,73.6,72.4
,,107.0,59.8,79.0
,,64.2,70.0,35.1
,,104.0,25.8,70.0
,,67.4,81.4,46.9
,,131.3,45.4,50.1
,,57.2,63.5,66.8
,,94.3,102.0,30.5
,,64.0,39.2,50.3
,,84.0,75.8,61.8
,,53.5,70.2,88.3
,,62.2,75.5,44.2
,,61.1,107.1,93.6
,,80.3,37.4,37.9
,,77.5,67.5,27.7
,,59.0,52.1,54.3
,,66.7,47.0,42.4
,,47.3,68.4,37.2
,,89.5,75.3,59.6
,,67.1,26.4,45.5
,,58.7,48.2,55.9
,,49.9,49.2,41.5
,,75.7,76.5,49.8
,,57.1,55.9,63.3
,,106.2,69.2,39.2
,,76.8,61.0,38.1
,,61.1,47.4,50.6
,,86.9,68.2,57.5
,,84.1,35.1,36.3
,,84.5,58.5,33.7
,,92.5,49.7,54.3
,,141.7,80.5,34.3
,,45.0,70.7,35.7
,,59.8,92.7,24.9
,,94.6,55.8,54.9
,,43.7,64.2,53.5
,,94.2,57.0,42.3
,,50.4,68.0,43.8
,,99.7,40.5,32.0
,,55.9,23.2,51.8
,,82.4,69.6,59.0
,,69.7,59.9,44.2
,,66.6,54.8,42.4
,,74.2,39.1,50.8
,,128.4,77.2,71.6
,,58.8,42.9,57.2
,,78.8,46.1,45.1
,,66.2,67.8,59.3
,,77.9,100.1,37.2
,,71.5,55.4,39.1
,,89.7,36.7,41.2
,,70.4,76.4,47.6
,,69.9,57.6,33.2
,,62.2,46.1,37.5
,,90.0,68.2,54.3
,,72.0,68.2,42.3
,,110.7,69.4,72.7
,,65.0,44.6,37.1
,,70.2,55.6,21.2
,,47.6,62.6,42.4
,,60.0,47.2,56.0
,,67.2,62.2,37.9
,,53.1,34.7,64.1
,,65.6,58.5,55.1
,,66.8,63.0,34.9
,,54.9,75.1,62.0
,,77.3,61.7,54.1
,,67.6,43.9,60.8
,,54.4,42.7,42.1
,,61.7,46.1,31.2
,,69.9,58.8,59.0
,,73.8,60.9,40.7
,,56.0,78.2,57.8
,,73.3,54.1,28.9
,,60.9,70.8,31.5
,,70.6,44.4,50.8
,,65.8,47.3,49.1
,,64.1,68.3,44.0
,,63.9,53.0,87.4
,,90.1,71.8,55.7
,,75.6,51.6,45.1
,,49.5,60.1,63.7
,,55.4,46.1,55.7
,,74.2,55.6,71.1
,,78.8,38.7,34.1
,,61.7,54.4,73.8
,,50.2,37.9,43.9
,,60.4,48.6,69.3
,,71.2,76.5,32.7
,,56.0,53.1,42.0
,,55.0,58.5,68.5
,,87.3,34.9,34.8
,,32.9,87.0,71.3
,,61.4,74.4,30.3
,,56.8,47.4,49.5
,,58.2,67.8,53.0
,,86.2,65.2,35.5
,,49.8,49.5,46.0
,,98.1,57.1,40.2
,,86.8,59.0,31.1
,,61.5,64.0,44.7
,,87.4,45.8,56.1
,,58.0,58.8,64.5
,,63.2,77.1,27.4
,,80.1,59.5,34.4
,,70.0,74.0,81.8
,,81.6,124.7,28.5
,,60.5,44.2,63.9
,,65.6,52.6,47.5
,,80.3,78.8,51.5
,,48.9,57.7,36.1
,,63.7,58.7,55.7
,,75.9,16.5,46.3
,,103.9,52.6,31.8
,,84.1,44.8,55.8
,,51.0,47.0,52.3
,,67.3,47.9,39.2
,,60.9,69.9,51.0
,,68.5,49.1,45.5
,,81.6,64.9,46.4
,,76.0,75.2,43.8
,,68.6,50.4,35.0
,,116.5,54.3,60.7
,,53.7,67.3,49.9
,,49.9,48.1,37.0
,,84.1,73.3,58.6
,,88.7,51.3,28.3
,,95.5,60.4,37.0
,,56.4,52.4,35.6
,,105.1,68.9,50.2
,,77.6,69.6,39.2
,,75.9,57.8,47.0
,,67.5,43.0,62.2
,,69.2,52.4,49.7
,,87.7,52.2,60.6
,,80.6,47.3,47.7
,,83.1,44.0,48.3
,,99.1,72.5,53.0
,,76.3,60.9,59.2
,,55.7,45.8,41.7
,,144.0,80.3,63.0
,,43.7,75.7,52.3
,,56.8,35.7,43.4
,,72.6,65.3,37.2
,,98.9,74.6,33.1
,,94.7,57.8,43.3
,,88.5,65.2,47.4
,,81.7,54.2,56.9
,,31.6,57.9,54.7
,,66.3,54.0,52.6
,,56.5,59.2,44.9
,,83.9,65.6,43.1
,,94.0,79.4,44.2
,,64.9,50.6,40.4
,,61.1,51.1,48.9
,,101.5,56.6,39.2
,,54.9,62.7,37.8
,,70.1,63.4,41.2
,,47.1,44.7,63.6
,,53.5,73.5,30.4
,,65.9,62.4,41.8
,,72.2,52.3,58.8
,,89.2,66.6,65.5
,,52.5,88.4,50.2
,,63.5,57.9,56.7
,,95.4,67.2,29.5
,,84.4,73.0,48.4
,,73.9,70.4,62.4
,,63.8,61.8,62.8
,,62.1,55.5,41.8
,,49.3,47.9,56.4
,,70.3,54.5,26.9
,,62.8,46.5,91.7
,,66.2,73.0,50.2
,,73.7,61.8,36.7
,,83.8,52.9,40.1
,,65.4,69.5,38.5
,,99.7,82.6,43.3
,,61.9,63.8,66.5
,,72.4,59.3,35.4
,,52.1,91.2,43.1
,,79.8,31.7,41.1
,,95.2,52.0,47.8
,,63.8,51.8,67.8
,,91.3,45.9,57.9
,,61.6,77.0,58.5
,,38.0,93.7,20.0
,,71.0,51.2,33.0
,,84.5,55.2,25.3
,,68.3,80.2,37.7
,,85.5,75.9,58.7
,,71.9,58.3,57.1
,,49.2,62.6,86.7
,,67.3,13.5,63.8
,,77.3,65.8,42.3
,,68.1,64.3,63.6
,,58.0,77.2,45.7
,,57.8,66.1,54.1
,,57.0,44.2,33.6
,,77.1,62.6,48.2
,,85.3,84.8,44.6
,,55.4,58.1,55.0
,,56.7,39.8,19.3
,,56.7,54.7,39.3
,,100.4,34.8,54.5
,,90.8,56.5,47.0
,,72.3,57.8,42.6
,,62.5,68.6,61.2
,,48.6,38.4,28.9
,,86.9,43.7,43.9
,,65.5,79.5,52.5
,,88.5,69.0,64.3
,,97.8,61.5,72.7
,,70.1,66.3,41.7
,,130.8,52.5,46.8
,,84.6,46.2,48.8
,,95.4,53.8,61.4
,,71.5,61.6,59.8
,,55.1,67.2,21.9
,,62.6,48.1,46.0
,,71.8,57.4,75.4
,,57.4,51.6,36.4
,,18.9,47.5,48.5
,,67.8,36.9,56.9
,,84.7,48.2,57.6
,,85.5,85.8,50.9
,,64.3,50.5,52.5
,,54.9,22.2,39.3
,,76.8,69.7,49.1
,,79.6,68.7,28.6
,,51.5,86.9,69.1
,,70.6,61.6,54.3
,,68.1,42.8,43.8
,,93.1,49.1,45.0
,,61.4,45.9,32.8
,,83.8,50.0,52.9
,,59.0,65.8,55.6
,,50.1,66.3,43.5
,,46.5,68.7,72.3
,,49.3,69.2,46.4
,,57.0,52.9,43.6
,,80.5,60.4,62.1
,,68.6,64.9,25.8
,,102.8,79.7,26.3
,,64.4,56.8,35.5
,,76.5,54.6,23.5
,,65.7,67.7,50.1
,,89.8,55.0,25.6
,,84.8,52.6,57.4
,,67.8,87.3,58.6
,,75.1,69.3,65.4
,,77.6,61.7,58.0
,,59.4,67.1,32.5
,,47.6,40.7,43.1
,,67.7,15.3,61.0
,,95.8,62.6,46.2
,,62.3,62.9,38.8
,,91.2,60.3,49.7
,,99.5,37.9,26.2
,,105.0,33.5,38.1
,,59.1,66.3,45.9
,,73.4,64.5,53.2
,,61.1,85.2,29.9
,,69.1,72.3,58.8
,,65.4,53.0,40.0
,,108.2,63.1,71.6
,,57.6,45.8,66.7
,,65.3,55.2,31.9
,,80.4,49.4,56.5
,,70.1,58.7,41.5
,,45.7,51.0,46.2
,,81.9,68.6,65.8
,,56.6,52.2,59.5
,,92.4,48.1,36.2
,,55.3,41.4,40.3
,,60.6,54.0,47.9
,,73.0,62.2,51.8
,,103.5,79.5,43.7
,,46.6,70.4,63.8
,,65.8,56.5,36.9
,,77.2,43.3,34.3
,,93.2,50.4,34.5
,,62.8,53.5,38.1
,,64.1,77.4,42.8
,,101.3,49.1,58.5
,,60.4,45.7,50.9
,,69.0,56.5,55.2
,,77.5,65.8,48.1
,,55.6,65.5,49.4
,,110.2,52.5,48.1
,,65.8,37.4,79.5
,,66.3,68.4,49.4
,,79.0,89.1,49.3
,,63.4,64.1,53.2
,,68.8,59.0,55.0
,,108.6,40.7,39.1
,,56.7,60.5,40.4
,,78.7,47.0,42.4
,,71.5,51.2,46.6
,,54.9,48.1,59.1
,,77.2,48.3,46.2
,,71.0,46.8,53.1
,,80.2,47.3,34.6
,,99.8,69.6,51.3
,,80.5,60.7,41.9
,,82.4,59.8,26.0
,,44.9,70.7,59.5
,,60.8,90.3,24.8
,,56.5,43.1,52.9
,,59.0,61.0,56.2
,,89.6,55.5,52.9
,,102.8,48.5,28.8
,,76.0,57.2,49.1
,,46.8,62.3,78.8
,,35.3,56.2,60.6
,,69.5,59.6,52.3
,,72.7,43.6,59.6
,,63.4,54.4,30.2
,,105.8,62.1,51.0
,,61.1,84.4,39.4
,,74.1,56.0,57.8
,,105.4,40.8,61.7
,,55.2,62.7,62.2
,,66.3,30.4,38.3
,,59.5,109.0,58.7
,,58.5,77.3,69.0
,,66.6,52.2,94.2
,,75.3,78.6,30.2
,,47.7,66.8,75.3
,,79.7,55.4,29.0
,,77.6,73.6,84.2
,,59.4,63.2,56.9
,,76.6,56.8,44.4
,,64.0,54.8,43.7
,,74.4,45.6,39.7
,,54.6,49.2,51.0
,,113.1,56.4,50.2
,,82.2,70.6,71.3
,,88.2,44.1,55.6
,,110.0,99.0,33.9
,,71.4,59.5,38.4
,,71.8,60.7,36.6
,,67.9,40.3,45.4
,,66.7,27.9,32.7
,,100.7,75.1,41.8
,,80.0,43.8,48.0
,,57.4,63.7,40.7
,,48.5,61.5,63.3
,,66.5,43.3,92.5
,,96.2,73.9,32.8
,,63.1,41.1,52.3
,,108.8,91.8,72.0
,,80.5,70.9,64.0
,,88.1,63.7,20.5
,,100.8,61.4,58.7
,,64.0,54.5,74.6
,,113.5,77.9,51.0
,,47.1,60.6,12.2
,,76.0,52.8,30.9
,,85.5,58.3,51.6
,,103.2,46.8,35.6
,,73.1,37.9,67.4
,,73.1,52.1,53.0
,,96.2,53.5,21.5
,,89.6,59.8,30.3
,,46.0,65.9,44.8
,,78.4,48.2,45.8
,,62.9,63.7,68.4
,,53.2,55.8,62.1
,,75.7,78.5,78.9
,,86.8,59.6,38.9
,,96.6,107.0,51.3
,,70.1,63.6,40.6
,,100.6,54.7,26.6
,,86.9,63.0,51.1
,,60.7,68.0,50.6
,,64.8,57.7,66.6
,,53.4,52.5,62.8
,,103.5,51.8,36.3
,,95.7,73.1,54.8
,,78.7,79.3,45.4
,,58.8,91.4,58.0
,,52.1,64.2,50.3
,,92.9,56.4,30.3
,,91.9,73.4,52.2
,,84.1,51.7,65.7
,,96.9,47.2,35.7
,,80.7,56.3,50.3
,,67.3,76.8,50.2
,,49.7,56.2,44.5
,,47.7,41.7,80.1
,,50.4,54.3,34.7
,,79.8,57.6,68.8
,,60.8,44.0,56.0
,,53.1,53.8,68.0
,,103.8,74.9,43.4
,,72.5,52.0,34.8
,,68.5,50.6,60.2
,,51.0,57.0,64.6
,,48.4,57.1,47.3
,,57.7,45.5,49.8
,,62.2,81.2,29.8
,,45.6,56.3,35.6
,,47.2,58.0,53.9
,,53.3,46.4,46.5
,,118.4,49.8,57.4
,,84.9,43.8,42.3
,,66.1,46.8,37.7
,,53.1,60.6,20.8
,,61.1,68.1,63.1
,,51.1,86.6,52.8
,,54.2,47.0,41.1
,,82.3,52.6,61.4
,,90.0,63.1,50.2
,,48.8,55.1,42.4
,,60.1,60.0,58.9
,,60.6,81.1,54.2
,,61.0,56.2,41.4
,,61.3,64.2,49.8
,,68.4,68.5,71.6
,,83.4,96.7,48.9
,,58.3,59.8,32.9
,,71.5,77.7,40.3
,,70.6,57.7,52.9
,,74.4,58.4,41.4
,,68.7,64.9,55.5
,,69.8,66.6,38.7
,,64.8,53.3,52.6
,,58.0,49.5,69.5
,,78.8,46.8,41.3
,,82.5,63.3,79.0
,,86.4,57.2,40.5
,,88.8,80.1,67.7
,,82.1,42.2,55.8
,,61.6,49.3,34.9
,,52.0,38.8,41.3
,,70.5,91.7,31.2
,,112.7,44.0,40.2
,,62.5,52.0,44.0
,,50.4,91.6,51.4
,,60.9,74.5,58.3
,,44.7,67.6,43.6
,,100.8,70.1,61.4
,,77.3,64.1,30.8
,,55.2,62.5,51.1
,,125.9,56.1,29.6
,,67.6,54.2,46.2
,,74.7,56.8,44.8
,,49.6,50.5,35.7
,,100.9,38.8,42.0
,,77.0,79.7,45.1
,,59.5,50.0,55.9
,,64.2,59.6,49.3
,,62.8,57.2,65.9
,,64.4,59.5,39.1
,,64.0,47.6,43.0
,,54.6,60.5,60.2
,,64.0,61.1,51.9
,,57.5,45.1,33.7
,,86.6,59.0,55.3
,,68.0,38.0,37.2
,,83.1,42.0,55.7
,,65.6,44.8,39.1
,,38.9,55.9,33.2
,,77.6,69.3,59.1
,,88.6,68.6,48.1
,,75.4,33.1,51.1
,,79.4,39.3,33.8
,,76.0,70.0,72.4
,,63.4,47.1,30.5
,,75.4,41.8,52.6
,,46.0,62.6,44.4
,,66.5,58.0,45.2
,,74.5,59.5,56.4
,,88.8,53.2,55.6
,,61.4,64.9,94.0
,,128.5,58.4,88.2
,,90.8,58.1,40.0
,,59.4,64.8,90.1
,,54.7,59.2,81.3
,,48.7,39.2,29.1
,,115.1,57.1,66.1
,,59.1,36.5,50.4
,,146.7,40.0,39.0
,,68.0,56.1,61.9
,,80.5,65.6,57.4
,,71.1,55.2,24.9
,,63.8,85.5,62.8
,,53.3,53.3,56.0
,,45.5,61.7,56.6
,,59.2,58.1,39.4
,,91.8,57.4,28.8
,,88.8,59.4,32.3
,,72.2,54.3,67.0
,,93.9,79.5,48.0
,,67.7,45.2,59.7
,,67.9,70.1,38.8
,,64.3,65.1,43.7
,,74.6,60.5,52.9
,,58.0,45.1,39.1
,,62.3,38.3,53.2
,,101.8,58.1,31.9
,,75.0,53.4,62.0
,,64.4,102.4,39.2
,,53.7,83.6,47.8
,,76.9,66.5,36.5
,,78.0,54.9,34.1
,,64.3,89.9,49.1
,,76.1,47.6,34.9
,,53.1,66.7,31.5
,,57.5,51.0,66.4
,,92.4,46.3,61.1
,,80.1,66.5,46.0
,,72.1,53.6,54.3
,,61.7,49.7,50.8
,,76.5,71.2,56.3
,,58.3,74.3,25.2
,,60.1,95.2,63.7
,,82.5,43.4,56.6
,,83.0,48.7,60.8
,,78.4,62.4,44.8
,,72.3,55.0,53.6
,,58.7,52.7,40.6
,,80.5,51.3,49.4
,,70.9,55.4,29.5
,,59.7,87.1,42.0
,,60.4,67.9,49.5
,,60.8,62.1,55.7
,,97.1,68.5,43.6
,,51.3,68.4,30.0
,,100.5,66.2,44.7
,,72.0,47.2,41.7
,,68.7,48.6,34.1
,,67.3,50.1,48.0
,,62.6,44.7,53.3
,,75.4,71.2,47.5
,,106.1,60.1,40.5
,,74.3,52.9,55.9
,,76.4,64.3,54.3
,,45.2,65.9,55.4
,,58.2,49.8,79.3
,,66.3,49.6,52.2
,,54.2,41.6,39.1
,,52.1,41.2,42.4
,,60.6,59.0,35.4
,,53.4,54.6,50.1
,,63.4,42.5,20.0
,,79.9,67.9,45.3
,,72.4,70.3,33.0
,,83.2,61.8,57.5
,,86.2,47.0,46.8
,,113.7,76.3,56.0
,,62.1,104.2,69.9
,,88.1,55.3,50.8
,,50.3,21.2,67.2
,,58.0,46.1,48.9
,,52.1,54.6,36.1
,,63.6,49.2,61.3
,,95.8,51.1,48.3
,,74.6,65.6,54.7
,,74.8,39.6,36.9
,,58.1,80.8,35.4
,,50.8,39.3,30.6
,,79.9,48.5,50.1
,,74.8,60.3,45.5
,,56.7,44.1,43.8
,,73.7,33.2,62.4
,,61.8,56.0,43.6
,,71.7,55.6,40.2
,,61.2,37.2,35.7
,,88.4,52.8,29.1
,,106.4,46.3,50.1
,,87.2,60.9,58.4
,,56.8,39.8,58.0
,,82.1,61.3,45.6
,,95.7,44.3,54.3
,,66.3,70.0,61.5
,,62.1,68.1,50.9
,,48.6,62.6,32.2
,,55.1,66.1,45.9
,,58.3,51.7,29.8
,,58.1,71.6,75.5
,,53.0,53.7,64.4
,,79.3,52.9,99.6
,,83.8,72.6,14.7
,,71.0,49.6,52.3
,,83.4,62.5,39.9
,,71.0,88.4,53.1
,,63.0,77.2,57.6
,,78.4,58.3,39.6
,,76.7,34.7,59.6
,,39.4,52.3,36.1
,,51.9,48.3,39.4
,,82.6,39.5,45.1
,,55.5,67.6,65.5
,,66.9,66.6,54.6
,,116.1,17.2,65.5
,,71.0,42.7,29.4
,,61.7,46.8,40.4
,,60.3,107.4,63.2
,,52.6,72.7,47.9
,,101.2,74.3,52.1
,,53.8,83.3,38.9
,,66.0,62.0,22.9
,,67.9,50.3,54.4
,,66.9,47.1,67.9
,,44.4,57.9,63.3
,,105.0,42.7,55.4
,,62.6,48.5,26.4
,,64.3,58.2,46.5
,,67.3,48.4,55.5
,,65.7,58.2,61.9
,,71.9,70.9,47.6
,,68.3,71.6,45.5
,,97.4,48.4,52.8
,,78.3,46.4,63.8
,,78.8,45.0,39.7
,,66.5,66.7,54.5
,,51.0,91.3,41.1
,,84.8,56.9,44.9
,,60.3,50.2,45.6
,,61.1,55.3,44.8
,,77.6,41.8,50.7
,,58.5,65.3,47.8
,,72.7,57.6,58.7
,,65.1,42.1,37.4
,,87.2,53.3,31.5
,,52.5,62.6,57.0
,,75.9,50.8,29.4
,,51.6,73.6,39.0
,,56.6,50.3,25.8
,,33.0,86.3,56.4
,,73.7,48.4,35.6
,,96.7,49.6,66.9
,,81.7,71.0,35.3
,,94.9,43.9,33.1
,,86.7,53.3,61.3
,,70.3,50.6,54.7
,,62.1,46.5,61.6
,,77.1,42.4,61.8
,,98.7,68.3,61.5
,,75.8,76.5,44.0
,,78.4,62.5,49.7
,,58.4,51.3,57.1
,,104.9,57.4,42.8
,,74.3,46.4,41.6
,,70.2,46.9,63.9
,,66.3,51.6,71.9
,,91.8,67.1,27.3
,,67.6,64.3,40.2
,,79.6,38.1,60.0
,,71.6,90.5,43.5
,,74.8,58.2,45.5
,,54.2,38.5,66.8
,,86.1,105.1,41.0
,,62.1,66.8,36.2
,,54.0,54.3,33.1
,,68.7,55.7,59.6
,,48.1,53.4,63.0
,,85.1,70.6,45.0
,,92.0,45.4,55.1
,,57.7,49.2,29.1
,,81.2,53.0,43.1
,,107.9,49.7,26.1
,,93.5,76.7,21.2
,,75.8,44.4,64.3
,,64.5,59.1,77.6
,,64.3,59.4,76.9
,,90.1,31.1,56.6
,,62.5,53.8,38.8
,,69.6,59.3,47.8
,,75.3,101.4,72.4
,,66.9,55.5,80.1
,,57.3,54.2,52.4
,,65.7,81.5,98.0
,,54.6,56.6,73.2
,,63.6,108.2,44.9
,,68.3,53.1,72.9
,,99.6,40.6,44.3
,,66.4,63.0,74.3
,,75.9,62.0,62.6
,,54.4,59.7,35.7
,,91.3,59.6,40.2
,,71.7,86.8,38.2
,,103.0,75.6,36.1
,,75.7,62.0,38.6
,,61.2,64.7,49.1
,,51.6,32.5,39.5
,,70.9,67.5,85.0
,,90.1,46.9,39.9
,,77.9,45.1,39.9
,,93.2,53.0,45.1
,,102.8,37.7,36.6
,,98.8,48.3,69.9
,,81.3,51.0,76.3
,,75.3,36.4,63.5
,,86.0,112.1,35.3
,,60.5,73.5,30.5
,,37.9,42.4,34.8
,,91.4,86.4,27.3
,,58.7,58.3,47.2
,,63.3,51.3,53.8
,,80.2,46.7,35.9
,,69.7,40.6,68.6
,,116.4,63.5,77.8
