20 Hz,35 Hz,50 Hz,70 Hz,95 Hz
,,95.5,44.5,15.5
,,72.5,43.2,29.5
,,71.4,26.2,38.6
,,66.9,52.1,35.2
,,111.2,54.0,35.0
,,68.6,43.2,19.3
,,63.0,41.1,25.6
,,81.0,62.9,13.5
,,51.0,48.4,17.7
,,108.9,64.9,15.1
,,121.5,58.8,33.3
,,62.5,63.0,45.4
,,78.0,55.8,20.2
,,96.1,50.8,28.3
,,56.3,69.3,26.2
,,116.4,63.2,18.2
,,105.6,72.0,12.5
,,63.5,54.8,39.8
,,82.4,73.1,17.3
,,89.6,47.0,28.6
,,55.8,51.5,59.8
,,126.1,43.9,25.8
,,60.9,56.5,41.5
,,49.3,83.7,22.4
,,70.4,69.9,20.7
,,77.8,52.8,13.0
,,71.4,63.3,30.8
,,60.7,71.5,17.7
,,77.8,60.5,13.6
,,94.1,46.6,34.0
,,73.4,67.6,20.7
,,64.2,52.9,18.6
,,80.1,58.2,20.7
,,76.2,40.3,19.1
,,94.0,53.4,46.7
,,75.3,65.4,38.9
,,55.5,30.7,21.9
,,57.7,45.4,22.0
,,63.2,64.4,17.6
,,61.7,53.8,17.6
,,59.3,71.3,18.6
,,83.0,51.4,30.3
,,98.5,41.9,42.9
,,93.8,60.4,21.9
,,59.6,60.9,30.1
,,83.4,97.9,30.1
,,84.9,56.5,35.8
,,57.1,45.1,23.2
,,72.2,42.9,19.2
,,59.4,47.8,28.2
,,58.3,61.4,22.6
,,78.1,43.7,30.6
,,67.6,53.0,15.0
,,93.7,71.3,32.0
,,80.4,45.9,43.8
,,35.3,29.8,40.9
,,55.4,60.8,25.8
,,85.8,24.9,27.9
,,61.6,68.0,18.9
,,44.2,30.7,26.4
,,63.2,49.4,16.3
,,58.7,47.4,29.1
,,66.7,42.6,14.1
,,81.1,43.9,16.0
,,78.9,71.9,13.9
,,70.2,57.2,29.7
,,64.4,54.0,18.2
,,66.8,62.3,15.3
,,61.6,63.8,52.9
,,88.6,47.8,16.1
,,69.3,37.1,15.4
,,80.2,78.9,13.6
,,61.4,62.1,25.3
,,75.2,58.6,14.2
,,80.1,48.1,12.9
,,62.1,45.1,33.7
,,82.2,41.9,27.7
,,107.3,55.7,32.8
,,42.4,33.5,28.9
,,50.1,42.4,14.8
,,49.2,45.4,31.0
,,47.6,62.4,13.5
,,65.9,42.4,14.7
,,43.2,29.5,20.5
,,74.0,33.6,36.4
,,130.3,57.0,38.8
,,105.8,39.0,37.6
,,79.1,56.3,45.7
,,51.2,47.4,30.7
,,76.8,60.7,27.2
,,86.4,65.0,29.4
,,54.9,63.3,37.7
,,67.5,45.9,35.0
,,88.6,83.8,35.6
,,59.7,41.1,23.2
,,58.9,52.5,21.3
,,62.9,41.5,26.4
,,62.2,29.8,24.8
,,50.4,66.0,19.5
,,43.6,59.3,25.7
,,72.2,33.3,28.8
,,63.4,70.5,13.2
,,37.3,54.8,36.4
,,51.6,65.2,15.4
,,53.3,61.3,51.3
,,85.7,37.5,23.5
,,63.9,66.9,33.4
,,62.2,81.6,15.5
,,62.9,40.5,12.2
,,44.2,47.4,34.3
,,92.8,47.4,24.9
,,75.9,33.8,32.2
,,76.4,47.9,21.7
,,49.9,49.3,21.4
,,74.5,61.9,14.7
,,48.3,36.7,27.6
,,73.8,58.6,18.5
,,60.9,71.0,52.0
,,74.6,84.1,26.4
,,68.0,38.6,10.1
,,65.1,49.9,21.2
,,43.1,51.9,24.6
,,65.2,67.0,12.8
,,72.7,65.6,40.0
,,78.0,78.1,27.6
,,79.0,71.6,57.8
,,92.7,50.2,30.1
,,47.3,55.9,37.4
,,90.9,49.0,48.8
,,80.1,56.1,26.6
,,47.2,66.5,14.4
,,78.5,54.4,49.8
,,74.9,60.6,30.2
,,63.3,82.9,18.4
,,54.5,63.2,19.1
,,79.1,24.0,25.4
,,88.4,65.7,21.0
,,85.2,38.3,27.3
,,73.2,43.9,11.4
,,35.0,50.6,19.9
,,75.8,76.0,15.5
,,61.1,48.5,19.6
,,73.5,43.0,31.9
,,61.5,60.9,24.5
,,50.2,65.3,12.8
,,76.0,61.6,19.1
,,75.5,68.1,33.3
,,61.9,52.0,20.9
,,69.9,38.6,35.9
,,85.1,75.4,35.9
,,74.3,60.1,36.6
,,104.6,72.9,11.6
,,99.2,43.1,23.8
,,70.0,51.9,27.9
,,112.6,49.8,54.6
,,60.6,44.3,29.1
,,86.3,53.1,26.0
,,67.8,113.5,17.4
,,50.7,51.1,30.4
,,51.8,56.5,52.2
,,23.7,51.4,60.1
,,65.4,75.4,39.9
,,43.7,60.2,26.8
,,21.8,71.5,15.0
,,70.0,48.6,24.7
,,85.3,74.9,15.4
,,59.5,63.0,30.5
,,78.2,28.8,28.5
,,64.0,35.0,33.1
,,100.2,48.4,13.2
,,72.2,46.1,22.8
,,73.9,49.3,34.0
,,58.9,26.4,29.2
,,64.2,63.3,28.3
,,80.5,61.6,25.8
,,47.5,41.1,15.4
,,37.2,42.1,21.5
,,50.3,57.4,27.7
,,62.5,56.0,43.3
,,76.7,67.6,31.7
,,56.9,66.0,26.4
,,73.6,68.3,15.7
,,74.8,57.9,27.6
,,61.1,75.9,16.8
,,72.4,62.0,20.6
,,31.5,54.5,19.3
,,71.4,49.0,16.5
,,66.9,61.6,16.0
,,51.2,72.0,13.5
,,67.2,52.9,13.9
,,93.6,81.6,32.3
,,71.0,42.1,24.0
,,49.8,83.3,33.9
,,59.7,48.4,23.1
,,67.0,24.1,22.2
,,67.1,62.8,30.2
,,63.6,68.9,61.5
,,77.8,54.2,22.5
,,85.4,50.5,19.5
,,61.3,63.9,22.4
,,62.1,56.8,32.0
,,79.0,38.2,14.5
,,35.7,46.8,50.7
,,71.4,49.6,21.0
,,62.6,68.0,13.8
,,64.6,71.1,21.6
,,60.6,87.4,18.8
,,80.4,83.5,19.1
,,62.6,71.8,42.2
,,40.8,44.1,21.5
,,66.5,39.2,19.2
,,121.6,80.1,38.2
,,91.7,61.3,14.2
,,123.8,75.4,34.2
,,49.7,70.5,32.7
,,49.9,73.3,20.1
,,101.6,76.7,20.8
,,105.6,76.3,14.4
,,84.5,36.8,24.8
,,67.4,56.1,48.3
,,79.3,27.0,12.7
,,103.0,43.0,22.4
,,77.1,81.5,19.9
,,24.2,59.7,25.2
,,103.4,67.5,31.9
,,88.5,44.0,24.2
,,47.0,97.6,33.0
,,70.0,52.4,27.3
,,59.9,55.8,19.8
,,69.0,55.2,35.7
,,64.3,44.7,17.2
,,41.3,59.6,34.7
,,51.1,60.9,20.4
,,80.2,63.7,37.8
,,70.1,62.8,23.6
,,71.6,57.3,13.9
,,64.9,56.2,15.8
,,72.3,57.6,39.5
,,28.6,70.4,26.9
,,89.2,46.8,20.7
,,90.4,46.7,15.7
,,65.5,50.9,25.7
,,73.3,63.9,14.7
,,25.1,45.9,40.0
,,43.4,62.2,12.6
,,79.0,77.0,31.7
,,65.7,33.8,19.5
,,59.0,117.2,26.5
,,61.1,29.9,17.1
,,48.5,48.7,18.8
,,82.4,37.0,19.3
,,45.6,89.6,20.5
,,85.9,102.6,16.2
,,71.3,54.3,17.9
,,85.0,64.3,19.4
,,54.6,44.7,27.4
,,54.7,80.7,41.1
,,45.5,46.4,14.9
,,98.4,54.7,41.8
,,79.5,41.7,26.6
,,91.4,65.6,21.2
,,61.2,70.6,26.2
,,74.7,53.9,26.6
,,51.0,84.0,49.5
,,67.3,62.3,41.5
,,66.6,52.4,22.5
,,52.8,69.0,14.5
,,15.7,31.6,19.9
,,61.1,33.2,47.0
,,46.2,61.0,30.1
,,76.8,79.1,40.6
,,61.7,57.0,16.3
,,94.4,57.9,22.0
,,53.6,64.9,37.4
,,50.8,39.5,24.2
,,51.1,52.5,16.5
,,77.0,49.3,49.7
,,49.4,55.6,32.7
,,67.0,39.3,20.6
,,77.3,71.9,16.6
,,72.6,44.0,13.9
,,52.9,49.1,11.3
,,54.8,43.8,27.2
,,36.3,49.0,20.8
,,80.2,27.0,16.1
,,62.7,29.0,12.3
,,62.8,62.4,34.9
,,60.9,35.6,28.0
,,55.8,62.8,16.5
,,58.9,67.3,35.4
,,81.2,59.4,39.1
,,67.5,50.9,21.4
,,67.5,70.1,17.6
,,49.4,53.3,20.4
,,101.4,55.9,27.8
,,79.6,70.8,26.8
,,58.8,71.4,17.3
,,43.4,64.8,31.2
,,39.3,27.0,46.9
,,72.9,40.1,25.7
,,43.5,58.6,46.6
,,65.1,45.6,42.1
,,63.3,52.1,49.4
,,60.4,67.5,25.3
,,82.9,50.4,23.1
,,64.9,38.4,10.8
,,69.3,36.2,40.6
,,67.7,64.3,30.3
,,61.3,39.8,34.8
,,52.1,56.6,55.7
,,76.2,46.9,30.1
,,55.4,69.6,24.2
,,83.3,87.8,37.0
,,50.6,47.7,33.1
,,92.1,52.0,16.5
,,86.6,65.1,13.2
,,121.0,48.9,27.0
,,59.9,53.0,13.0
,,52.4,41.9,16.4
,,62.9,53.6,29.0
,,85.8,79.9,19.9
,,73.6,94.2,41.5
,,55.8,50.9,45.4
,,64.3,53.9,19.8
,,77.0,67.3,51.1
,,99.6,42.2,17.0
,,47.2,51.6,14.9
,,71.9,61.6,36.8
,,66.9,57.0,18.6
,,73.5,30.5,37.1
,,72.3,73.8,37.4
,,64.8,92.1,17.8
,,68.6,51.7,20.9
,,67.3,66.0,38.6
,,61.5,61.9,39.1
,,80.3,46.9,22.3
,,55.5,51.6,15.0
,,62.3,57.1,24.6
,,45.5,59.0,34.1
,,73.6,37.6,17.5
,,72.4,49.9,16.9
,,57.0,88.6,13.9
,,78.7,24.7,14.8
,,33.1,59.1,29.2
,,71.6,75.8,45.4
,,57.1,48.4,15.8
,,95.0,61.6,23.5
,,58.8,53.2,14.0
,,39.7,75.0,25.0
,,69.9,54.1,16.0
,,72.8,48.1,35.8
,,37.0,52.0,18.8
,,82.5,76.5,22.0
,,75.5,43.6,17.2
,,75.4,60.8,27.1
,,41.0,30.5,14.7
,,73.7,47.1,30.8
,,64.9,90.2,26.9
,,54.8,54.5,44.2
,,63.4,71.4,16.6
,,78.0,50.1,18.3
,,77.2,60.6,31.0
,,74.1,57.7,19.4
,,79.5,65.8,13.9
,,79.1,40.5,25.0
,,84.2,43.9,32.2
,,67.7,56.3,42.8
,,62.0,38.6,41.7
,,105.5,45.1,20.0
,,81.7,51.5,30.2
,,61.3,60.1,33.5
,,87.0,74.2,20.5
,,58.3,62.1,29.1
,,68.2,54.8,25.3
,,67.0,59.3,13.9
,,87.0,64.4,13.3
,,49.8,29.1,11.4
,,61.0,80.5,14.3
,,65.1,42.5,34.9
,,57.4,49.9,48.7
,,55.7,66.6,18.2
,,34.4,37.0,16.5
,,57.4,49.3,14.3
,,77.9,45.4,27.3
,,98.9,66.2,20.5
,,49.5,40.9,18.7
,,68.6,43.7,20.3
,,97.3,48.1,38.1
,,79.3,55.1,32.3
,,60.2,45.5,17.6
,,79.8,56.9,17.4
,,48.5,42.7,13.0
,,71.9,79.1,13.7
,,48.7,40.9,13.2
,,60.5,51.6,17.0
,,45.1,45.1,28.4
,,83.1,78.1,18.0
,,55.5,61.4,26.2
,,69.8,44.4,27.1
,,58.8,35.4,23.7
,,52.5,52.1,15.4
,,22.4,54.8,25.4
,,97.2,21.6,17.9
,,74.7,63.6,46.4
,,67.3,50.8,35.5
,,25.9,60.1,18.2
,,104.5,33.4,39.8
,,80.8,36.7,30.0
,,67.9,40.5,18.0
,,69.1,88.0,31.7
,,56.8,27.6,17.7
,,74.4,61.7,12.8
,,65.2,64.4,15.4
,,72.5,40.5,22.9
,,60.3,61.3,21.3
,,93.0,50.4,19.6
,,103.5,56.4,24.4
,,44.2,74.2,28.0
,,71.9,38.3,35.8
,,71.4,37.3,13.5
,,75.4,95.1,25.2
,,67.9,63.0,16.2
,,60.8,55.2,36.3
,,69.4,41.0,26.7
,,89.2,43.2,27.8
,,101.8,40.2,25.5
,,56.3,63.4,43.3
,,86.1,62.4,20.9
,,55.1,53.1,16.6
,,53.5,77.7,13.6
,,64.1,65.5,66.6
,,144.9,42.7,14.1
,,95.1,36.9,16.4
,,64.0,42.6,35.5
,,50.9,33.3,25.3
,,79.5,62.1,43.0
,,38.8,62.2,49.1
,,38.9,44.1,21.1
,,73.7,45.1,27.2
,,68.0,59.4,23.4
,,57.5,49.3,31.8
,,75.8,42.7,22.7
,,76.9,105.6,29.9
,,56.2,37.9,52.9
,,70.7,69.9,23.3
,,67.7,68.7,30.7
,,59.8,63.1,29.6
,,52.0,32.8,21.1
,,73.3,27.5,23.3
,,65.3,114.5,18.9
,,34.3,81.9,12.6
,,57.4,58.5,30.2
,,77.9,60.0,18.8
,,47.1,47.0,38.1
,,44.4,55.6,16.8
,,69.2,59.1,28.6
,,75.2,52.8,22.5
,,61.0,47.2,23.2
,,78.0,66.0,22.7
,,77.6,55.1,22.1
,,62.8,71.9,12.8
,,70.2,106.3,17.1
,,52.3,65.6,14.7
,,65.6,51.8,20.4
,,42.0,55.8,33.2
,,85.7,81.9,33.7
,,41.4,44.1,25.6
,,76.2,47.7,46.3
,,84.2,81.9,19.6
,,66.3,63.5,15.8
,,51.1,53.9,27.2
,,86.5,54.3,39.7
,,63.9,60.1,68.0
,,66.8,63.8,21.2
,,23.5,47.8,14.4
,,68.9,48.1,19.3
,,58.3,51.9,20.4
,,28.7,63.9,29.8
,,64.5,41.7,26.8
,,56.6,76.7,13.5
,,68.4,64.2,15.6
,,49.8,84.1,11.6
,,36.5,51.6,12.3
,,79.7,63.6,17.7
,,70.9,43.5,18.2
,,73.6,73.3,22.1
,,40.3,61.6,16.9
,,53.5,53.0,49.1
,,77.2,50.8,53.0
,,55.2,45.2,15.8
,,102.2,47.6,14.7
,,85.8,40.4,34.6
,,59.3,64.9,26.1
,,50.2,74.4,14.8
,,65.2,48.2,12.3
,,73.2,58.9,35.1
,,82.0,39.4,24.3
,,56.0,41.5,15.7
,,91.1,46.6,17.4
,,67.3,61.4,41.2
,,75.2,47.3,23.9
,,48.7,52.7,34.3
,,79.8,52.9,12.9
,,70.4,66.4,22.6
,,53.8,53.5,23.6
,,69.3,37.1,28.7
,,64.6,46.7,29.9
,,82.1,42.9,44.3
,,64.7,44.0,14.9
,,63.6,19.9,29.7
,,46.2,69.0,21.1
,,68.9,62.7,14.1
,,54.0,65.0,23.9
,,53.9,45.5,32.2
,,67.0,58.6,25.8
,,102.1,67.4,19.2
,,61.3,49.3,24.9
,,79.5,33.5,21.7
,,57.8,40.9,26.0
,,50.7,37.2,21.1
,,103.6,47.1,19.3
,,52.1,41.5,37.8
,,72.6,30.4,13.6
,,122.0,31.3,22.0
,,83.5,68.4,33.6
,,58.6,64.6,21.6
,,58.1,55.9,28.8
,,56.6,51.5,14.0
,,37.5,38.5,24.2
,,81.6,43.7,14.9
,,80.7,58.2,20.5
,,85.2,55.5,26.9
,,69.4,60.3,15.1
,,62.3,55.9,45.3
,,81.0,55.6,18.8
,,56.3,50.1,23.6
,,66.7,52.9,20.7
,,39.3,57.5,14.3
,,62.0,66.1,14.2
,,63.2,60.0,23.0
,,75.1,60.3,14.1
,,56.6,44.0,30.4
,,76.5,53.3,27.9
,,73.1,62.4,32.6
,,81.4,47.7,54.3
,,39.1,65.8,22.1
,,48.6,41.3,26.3
,,50.1,54.3,15.6
,,75.9,62.2,27.9
,,77.3,58.0,51.8
,,69.5,40.0,27.7
,,83.4,20.9,15.3
,,58.4,84.8,16.2
,,51.6,57.8,32.4
,,41.9,66.9,14.7
,,44.2,57.5,24.7
,,51.8,60.9,38.8
,,60.5,43.1,30.8
,,29.0,56.3,18.7
,,76.6,56.8,63.7
,,61.5,41.9,19.7
,,64.6,54.0,18.8
,,44.9,94.9,13.9
,,65.6,70.5,13.2
,,104.5,41.0,17.4
,,71.5,47.6,27.2
,,97.4,68.7,15.7
,,60.6,32.9,21.0
,,51.3,110.3,17.6
,,59.2,72.5,18.1
,,114.6,57.2,21.9
,,59.4,63.2,20.6
,,58.5,48.0,24.7
,,104.1,62.4,23.6
,,58.2,45.1,21.2
,,97.9,41.7,38.5
,,79.6,41.1,14.4
,,108.8,43.1,34.0
,,56.4,59.7,28.9
,,59.1,63.4,43.3
,,56.6,79.8,16.6
,,68.4,50.7,19.2
,,70.6,79.1,18.8
,,81.4,31.7,42.0
,,91.9,43.0,22.2
,,20.2,35.5,21.0
,,55.9,61.6,34.2
,,95.8,38.9,59.6
,,77.8,34.4,12.8
,,56.6,48.6,34.7
,,65.4,50.3,16.1
,,49.5,52.9,15.3
,,90.7,60.2,14.2
,,45.2,67.0,21.3
,,61.5,40.1,27.8
,,76.0,63.9,48.7
,,56.3,61.7,13.1
,,77.1,36.4,27.7
,,51.6,55.7,21.0
,,88.5,56.4,37.5
,,59.5,54.2,22.3
,,70.6,42.6,12.4
,,94.4,32.5,23.6
,,77.8,76.0,14.1
,,87.4,41.9,55.5
,,124.1,38.7,35.6
,,78.1,57.2,26.6
,,69.9,64.3,17.3
,,54.8,59.4,13.2
,,56.1,61.8,36.2
,,76.5,56.1,43.2
,,115.2,35.2,20.8
,,86.7,47.5,24.4
,,102.4,38.0,20.3
,,61.6,53.9,22.1
,,83.9,58.2,17.5
,,30.1,53.5,15.6
,,98.9,53.5,13.3
,,72.1,68.9,28.6
,,36.9,52.5,38.9
,,65.9,45.0,20.4
,,57.5,56.1,33.9
,,79.7,21.1,35.1
,,47.1,54.1,16.7
,,66.6,66.1,30.0
,,56.0,77.3,24.1
,,71.0,55.9,34.9
,,77.8,57.3,20.3
,,60.0,51.3,11.4
,,60.2,41.2,15.5
,,61.2,53.9,17.6
,,65.9,35.8,26.0
,,44.8,81.7,19.4
,,85.4,54.2,22.6
,,61.1,62.5,19.7
,,117.4,92.9,16.3
,,52.2,63.6,15.3
,,74.9,44.4,19.4
,,60.8,43.0,12.8
,,84.1,83.7,55.2
,,81.9,78.1,31.4
,,58.2,45.9,21.5
,,92.4,62.2,11.6
,,60.6,72.7,31.2
,,57.5,45.3,40.6
,,84.0,56.6,18.1
,,88.5,40.5,18.9
,,72.5,62.2,80.6
,,69.9,78.7,38.6
,,46.1,47.8,40.5
,,29.1,68.3,37.7
,,79.6,66.2,46.4
,,86.0,67.9,19.8
,,62.4,69.5,45.6
,,64.8,39.4,14.6
,,42.4,71.4,21.6
,,61.0,48.4,39.7
,,70.7,82.9,30.9
,,33.5,30.0,15.6
,,68.5,39.5,40.2
,,45.9,101.9,20.3
,,56.9,40.1,19.7
,,47.0,46.5,22.9
,,96.8,59.4,13.2
,,58.3,53.2,20.5
,,66.4,95.7,22.0
,,60.9,66.9,36.8
,,78.3,64.5,22.9
,,53.7,51.0,32.0
,,69.1,73.8,18.2
,,84.4,15.5,28.8
,,80.7,67.7,43.0
,,69.7,34.0,14.0
,,69.9,65.1,12.5
,,67.8,46.6,12.5
,,95.7,53.8,18.0
,,66.4,50.7,25.2
,,59.4,45.1,22.7
,,82.7,39.1,20.6
,,72.5,55.1,34.6
,,73.4,37.3,23.0
,,57.8,35.7,26.0
,,77.5,46.3,23.4
,,71.7,71.6,41.6
,,68.6,60.8,47.9
,,28.6,51.4,23.2
,,62.6,52.3,22.5
,,67.2,62.1,19.9
,,97.4,48.5,49.4
,,85.4,43.8,30.3
,,73.2,45.5,16.1
,,60.7,27.4,31.5
,,44.4,61.2,31.2
,,65.8,33.6,41.4
,,75.7,67.9,15.0
,,66.0,66.0,32.2
,,95.3,44.8,21.0
,,96.0,46.5,28.9
,,65.6,49.3,20.4
,,101.5,51.9,20.9
,,93.3,75.3,11.9
,,72.7,47.9,21.9
,,56.9,61.6,17.7
,,83.0,65.0,10.6
,,74.8,56.2,33.7
,,87.9,62.1,20.2
,,59.9,50.1,21.0
,,89.4,67.0,17.0
,,76.4,77.8,14.5
,,67.5,75.5,22.8
,,51.2,47.1,26.0
,,65.4,61.8,18.9
,,71.8,50.4,19.8
,,67.0,76.7,21.0
,,59.6,35.4,43.7
,,71.7,46.7,31.9
,,75.7,51.1,18.7
,,100.0,63.1,16.7
,,35.4,59.1,29.7
,,45.6,48.6,33.7
,,52.3,52.1,51.6
,,94.5,56.4,28.6
,,67.0,32.9,12.4
,,97.2,45.5,23.4
,,80.9,54.3,49.7
,,89.3,68.4,18.6
,,80.2,69.4,18.0
,,60.7,61.7,17.5
,,67.6,64.0,19.8
,,47.7,50.7,17.0
,,74.3,34.6,35.5
,,67.1,56.7,21.5
,,84.6,48.5,13.7
,,61.0,80.8,20.7
,,49.0,13.7,13.6
,,37.5,51.8,15.9
,,69.7,51.8,29.9
,,72.1,49.1,27.7
,,59.1,62.6,51.7
,,94.2,69.1,18.4
,,65.6,71.2,20.6
,,46.9,70.4,14.7
,,45.4,70.9,26.8
,,54.6,57.7,14.2
,,70.1,71.6,26.6
,,73.2,53.2,13.5
,,57.3,66.5,28.6
,,66.0,56.4,27.2
,,83.2,36.7,33.9
,,78.2,40.0,30.0
,,108.9,63.3,35.0
,,58.1,75.5,13.0
,,75.6,50.4,22.7
,,57.5,63.7,35.8
,,53.8,69.0,21.5
,,87.5,96.8,17.0
,,75.2,45.0,21.2
,,77.7,48.7,43.9
,,65.7,100.1,49.8
,,38.8,63.2,23.0
,,68.2,64.4,63.7
,,80.1,51.3,14.5
,,54.3,60.6,19.4
,,43.1,50.9,13.9
,,60.7,81.7,23.9
,,61.5,69.0,15.3
,,100.9,60.7,11.4
,,59.3,64.4,15.2
,,48.2,59.4,17.2
,,86.1,38.2,37.8
,,45.1,60.9,21.8
,,58.7,80.1,12.2
,,60.7,48.0,14.8
,,84.1,34.3,16.4
,,88.2,59.9,13.1
,,75.6,42.3,12.8
,,77.7,48.1,36.1
,,77.7,52.4,13.4
,,68.7,73.5,20.4
,,68.4,55.7,18.4
,,70.0,54.5,20.5
,,73.9,61.1,11.5
,,75.5,26.9,35.1
,,70.9,60.9,25.9
,,56.1,61.4,12.8
,,39.4,50.0,19.2
,,91.2,47.4,26.4
,,69.6,72.7,26.1
,,85.5,74.3,48.6
,,68.4,44.6,44.3
,,36.2,60.0,22.9
,,52.1,67.7,21.4
,,81.9,71.7,36.0
,,93.2,42.5,16.1
,,90.7,37.1,23.7
,,102.7,43.4,12.7
,,60.1,54.7,20.4
,,71.7,73.3,25.5
,,48.6,46.2,14.9
,,64.2,93.2,19.3
,,71.2,62.7,17.0
,,79.8,21.3,36.3
,,75.2,66.5,33.3
,,71.6,48.4,11.9
,,96.1,51.3,28.2
,,42.7,50.8,16.4
,,61.9,50.4,35.9
,,66.0,42.0,21.6
,,75.3,57.5,23.2
,,91.1,45.5,16.5
,,78.8,55.1,20.1
,,59.9,70.6,24.8
,,52.8,53.7,25.9
,,54.1,30.6,39.8
,,102.3,88.3,58.2
,,55.4,47.2,22.0
,,75.5,41.7,20.7
,,60.9,44.3,27.9
,,66.0,67.3,41.4
,,63.8,58.7,16.1
,,60.2,61.3,11.6
,,45.8,71.8,43.0
,,66.9,43.6,44.3
,,75.3,43.2,26.2
,,67.6,38.8,30.0
,,76.3,65.2,73.5
,,83.3,53.6,18.0
,,72.9,29.2,35.7
,,79.4,48.7,42.1
,,125.8,53.1,30.4
,,59.3,66.9,49.3
,,123.0,56.4,26.3
,,61.2,63.6,32.0
,,76.8,66.6,28.3
,,70.7,50.4,46.0
,,44.7,50.3,33.6
,,69.4,51.7,17.8
,,69.3,35.7,42.1
,,65.5,57.7,59.1
,,78.0,73.7,26.4
,,99.9,52.6,13.8
,,101.8,58.6,17.2
,,84.2,55.9,53.1
,,61.6,71.4,15.9
,,63.8,45.4,15.1
,,53.7,59.6,18.9
,,77.9,61.2,45.7
,,47.2,96.9,24.9
,,54.7,84.8,19.0
,,66.3,56.8,25.1
,,54.9,43.1,28.0
,,67.8,58.3,20.0
,,68.4,63.6,18.9
,,67.6,62.1,29.1
,,75.7,53.3,38.4
,,51.8,68.0,19.2
,,88.3,63.6,48.7
,,141.0,60.7,53.0
,,57.4,54.5,45.9
,,71.9,69.4,24.9
,,40.7,56.3,33.4
,,73.4,52.6,29.6
,,48.4,35.3,59.6
,,37.7,52.9,47.2
,,58.7,64.4,15.4
,,99.6,67.5,14.9
,,70.3,44.2,31.2
,,74.5,59.0,17.3
,,34.9,67.2,24.6
,,70.1,56.5,17.5
,,72.6,63.4,21.6
,,49.3,74.2,23.2
,,58.5,75.2,40.2
,,82.8,50.6,33.9
,,78.0,56.1,14.9
,,71.4,57.8,46.2
,,102.1,44.9,21.5
,,85.3,39.9,23.8
,,73.8,62.8,24.6
,,82.8,49.7,25.9
,,77.0,78.2,18.7
,,48.7,105.8,27.8
,,66.2,65.1,15.1
,,36.8,40.7,20.6
,,58.4,48.7,16.6
,,94.8,65.1,21.4
,,54.0,46.8,25.1
,,68.1,48.7,25.1
,,72.5,61.4,14.5
,,52.2,57.7,38.5
,,67.5,32.5,24.1
,,65.7,71.8,29.4
,,82.4,42.0,28.4
,,50.2,46.7,27.6
,,61.3,59.1,35.6
,,47.5,61.3,15.5
,,56.8,70.3,28.4
,,43.9,77.3,29.0
,,67.7,65.6,43.9
,,56.2,33.9,36.1
,,144.1,53.4,14.2
,,52.3,40.5,41.5
,,73.7,56.8,13.3
,,88.7,48.0,32.9
,,67.2,46.0,18.0
,,77.8,54.7,54.6
,,67.3,87.8,58.2
,,84.7,58.5,13.1
,,69.3,54.2,22.3
,,78.7,27.9,11.6
,,65.6,64.0,29.6
,,58.9,44.3,23.6
,,79.7,41.9,33.7
,,58.5,71.2,16.4
,,67.9,46.9,13.8
,,86.0,61.3,15.3
,,79.0,54.7,19.8
,,74.8,46.5,15.3
,,92.7,81.2,24.3
,,76.4,42.1,28.2
,,66.9,49.7,25.4
,,100.5,78.9,14.8
,,63.7,66.4,23.6
,,71.0,57.7,21.2
,,51.5,36.5,22.6
,,80.5,43.3,39.4
,,59.7,54.8,37.9
,,45.7,43.0,46.4
,,63.6,62.1,18.1
,,84.3,43.1,23.0
,,55.8,50.5,46.0
,,62.8,70.1,48.8
,,72.2,46.2,41.3
,,66.1,36.7,23.9
,,43.1,56.9,13.0
,,65.8,59.5,15.6
,,63.6,54.0,29.7
,,30.0,68.4,15.1
,,49.6,29.1,19.1
,,70.8,44.0,16.4
,,70.8,68.7,13.9
,,43.7,48.9,14.2
,,76.7,44.7,15.7
,,38.3,20.0,23.4
,,83.2,46.1,14.0
,,74.8,55.0,22.6
,,77.1,75.7,20.6
,,79.0,74.2,16.8
,,82.0,40.4,17.9
,,76.4,31.5,60.2
,,52.2,67.5,22.8
,,94.7,51.5,21.4
,,44.0,81.8,13.9
,,83.3,49.7,22.5
,,41.6,41.7,23.7
,,26.4,63.9,23.9
,,62.3,50.6,43.3
,,77.0,53.7,33.9
,,65.2,80.8,21.2
,,77.2,47.6,30.2
,,52.6,54.4,25.0
,,76.9,51.8,22.8
,,48.2,34.6,19.8
,,33.3,74.6,31.8
,,64.7,62.5,31.3
,,43.1,58.6,46.4
,,51.5,64.9,26.1
,,66.7,82.7,42.6
,,66.0,61.5,45.6
,,57.3,48.4,17.4
,,71.8,68.2,17.4
,,87.2,53.4,28.6
,,45.5,54.4,29.6
,,70.4,32.3,24.1
,,63.7,57.0,22.3
,,66.3,51.7,18.5
,,63.2,67.2,16.5
,,31.5,53.5,17.0
,,87.8,70.3,16.2
,,88.3,65.1,16.7
,,61.2,80.9,21.4
,,64.8,49.7,24.8
,,32.0,51.7,15.8
,,63.7,55.2,19.5
,,66.2,66.4,16.7
,,48.8,29.0,17.9
,,76.9,54.1,31.7
,,51.3,31.1,14.3
,,81.2,61.9,24.8
,,80.2,56.6,16.2
,,85.4,41.7,32.3
,,53.5,34.2,16.0
,,68.8,46.7,39.9
,,83.4,54.9,35.1
,,54.7,78.8,30.9
,,78.9,60.4,22.0
,,73.7,62.7,21.3
