20 Hz,35 Hz,50 Hz,70 Hz,95 Hz
,84.0,44.1,41.7,13.8
,68.7,75.6,45.5,32.9
,96.4,50.5,59.2,20.2
,76.5,71.3,60.3,33.2
,66.7,88.9,52.7,26.9
,70.1,65.4,74.0,50.6
,105.1,79.7,44.1,16.3
,82.0,76.4,54.6,17.5
,55.9,57.6,71.6,28.6
,83.3,74.7,29.0,21.8
,89.5,53.5,47.9,32.3
,89.6,48.3,64.4,14.7
,94.4,77.5,28.0,28.2
,105.7,91.7,62.2,16.3
,97.5,58.7,44.6,17.0
,96.3,69.3,33.2,28.0
,64.2,96.2,46.6,24.0
,108.7,45.8,46.2,47.0
,112.9,54.2,61.5,30.8
,75.2,62.3,37.0,50.7
,83.8,89.3,59.1,17.6
,71.1,75.1,62.7,13.3
,142.8,58.0,86.5,24.6
,80.0,80.4,47.9,16.0
,101.0,62.3,47.2,19.3
,116.9,79.1,31.4,33.3
,31.3,75.9,86.0,21.2
,58.6,74.1,71.4,32.4
,90.3,65.3,44.2,39.6
,103.5,89.9,49.1,31.6
,95.6,54.7,56.8,11.1
,47.6,89.8,26.1,29.3
,24.1,79.0,53.8,30.4
,96.4,64.8,87.0,43.8
,103.6,83.0,42.4,11.2
,121.9,45.7,52.4,26.6
,83.4,65.4,61.0,33.7
,102.7,79.8,67.7,37.1
,83.2,63.5,52.6,15.4
,101.7,61.0,59.3,20.8
,49.8,68.3,52.6,28.0
,73.2,50.6,98.7,30.5
,84.0,81.0,58.5,21.0
,74.6,96.7,46.5,31.2
,69.4,56.4,31.1,18.4
,88.1,76.1,46.9,16.5
,106.5,60.9,65.5,17.0
,80.4,45.7,64.4,34.8
,59.7,56.1,41.8,20.1
,103.1,85.7,50.2,15.1
,130.6,81.1,49.6,44.3
,109.9,50.2,63.2,40.7
,64.3,57.4,79.6,22.3
,75.5,71.8,73.3,24.1
,101.6,99.1,62.2,25.6
,68.8,103.2,59.5,16.0
,85.9,88.9,81.6,23.6
,85.3,49.5,77.6,18.6
,84.8,71.3,58.5,24.0
,75.9,88.1,79.4,13.5
,107.5,47.9,105.6,24.5
,114.3,49.4,57.8,15.1
,40.8,56.7,27.1,17.6
,93.8,60.1,97.0,37.7
,145.4,73.2,85.9,20.9
,68.7,43.4,68.4,33.4
,83.7,64.7,48.8,21.1
,55.1,85.4,48.9,32.0
,84.5,71.5,74.8,16.4
,87.7,68.3,50.6,36.1
,88.9,53.3,63.8,15.8
,69.1,62.6,50.8,27.4
,62.9,44.1,75.6,29.3
,70.7,77.8,38.6,15.9
,73.7,127.1,44.7,35.8
,106.3,65.6,45.9,25.1
,69.8,76.1,21.5,19.4
,74.4,65.1,62.2,18.9
,71.6,82.3,20.1,41.1
,70.4,76.5,68.7,19.5
,59.1,78.4,53.6,41.8
,105.1,44.3,38.6,18.4
,63.6,79.1,74.1,22.5
,94.7,65.3,72.0,32.3
,79.7,48.3,40.9,12.3
,77.9,85.5,68.5,19.3
,108.3,62.9,79.1,34.3
,109.8,58.2,37.1,30.5
,102.7,55.5,50.8,31.5
,118.8,91.0,49.2,19.2
,105.7,63.9,49.2,51.0
,84.8,63.3,63.5,14.1
,73.5,85.2,36.3,16.0
,103.6,52.5,49.0,20.4
,74.3,74.6,37.4,39.4
,89.2,77.8,60.6,26.7
,96.2,57.1,66.1,16.8
,93.8,138.6,55.7,25.3
,51.0,79.7,54.1,18.2
,104.2,99.7,80.2,17.4
,114.0,84.7,48.3,22.1
,97.0,90.5,51.8,30.0
,84.7,80.8,64.3,50.1
,57.5,30.4,63.4,32.0
,70.6,84.9,47.7,19.8
,84.9,47.3,31.9,15.4
,71.5,26.9,42.3,22.6
,75.1,94.8,73.6,24.8
,111.4,74.4,66.8,16.2
,76.2,48.0,66.8,17.3
,87.6,48.0,34.7,25.5
,54.6,58.1,53.4,20.7
,74.2,59.3,54.1,24.3
,99.3,52.5,32.0,24.5
,77.6,75.7,48.4,14.4
,78.7,72.6,53.0,21.4
,86.3,67.9,43.1,16.2
,102.5,44.5,52.7,15.8
,48.5,71.7,64.7,15.3
,79.3,58.5,59.9,24.9
,108.8,53.6,62.8,18.0
,129.9,69.7,39.4,37.2
,43.3,50.6,50.8,45.5
,90.5,77.3,56.0,22.4
,88.5,79.4,64.3,12.8
,75.9,72.5,67.3,40.1
,56.3,86.0,28.0,31.3
,101.5,120.3,75.1,12.4
,104.7,58.9,37.0,13.9
,41.0,111.4,56.8,32.7
,58.0,78.4,62.5,14.6
,99.8,85.1,58.2,15.9
,104.9,113.7,38.9,35.5
,78.6,87.9,61.5,46.7
,116.7,57.9,62.9,17.1
,103.2,116.7,54.3,30.8
,71.7,58.3,34.9,51.4
,56.2,102.3,41.5,24.9
,107.9,91.9,100.6,28.8
,136.5,29.2,68.0,47.9
,69.1,100.4,50.6,37.6
,88.7,53.8,37.4,16.3
,87.4,73.5,68.8,14.4
,40.9,69.8,84.8,38.4
,71.6,65.1,98.3,47.4
,106.9,80.9,60.4,13.5
,104.1,48.0,66.0,16.8
,71.5,40.9,82.2,13.3
,92.4,68.2,44.1,43.9
,85.0,51.4,66.3,33.0
,77.9,54.9,47.1,36.4
,115.4,37.4,62.8,32.0
,71.3,69.7,57.0,24.7
,122.5,84.5,65.1,12.8
,87.7,48.8,49.2,22.2
,75.2,80.2,50.0,23.4
,52.5,65.1,47.0,12.1
,56.3,72.1,64.2,33.8
,82.0,47.1,71.8,30.9
,81.1,72.2,78.6,24.8
,41.7,55.8,68.6,27.6
,90.5,73.3,77.8,38.7
,73.6,43.7,46.8,24.3
,57.1,73.5,84.8,44.4
,77.1,83.4,72.9,29.8
,53.5,109.6,54.8,17.8
,74.3,54.0,42.5,25.9
,162.8,62.1,56.7,27.1
,103.1,69.1,42.5,31.6
,63.4,46.7,63.3,51.0
,51.6,58.5,48.2,40.6
,71.4,82.8,57.1,21.1
,112.8,65.5,57.7,27.4
,80.1,76.9,32.1,36.2
,71.9,24.6,68.4,36.9
,75.2,65.1,46.7,20.7
,52.8,73.2,48.4,20.1
,135.1,98.2,35.5,17.8
,114.1,54.4,40.2,19.2
,65.0,68.7,64.8,25.3
,87.3,63.0,60.1,27.1
,84.0,79.0,64.0,22.2
,75.8,56.4,56.2,14.4
,75.7,62.4,36.1,43.3
,71.9,100.2,47.5,28.9
,74.5,62.7,50.6,19.1
,94.4,65.6,67.8,19.5
,70.9,66.2,58.5,15.1
,80.0,22.0,35.4,21.6
,73.9,85.3,65.7,29.2
,121.4,70.1,48.1,27.3
,127.4,82.2,49.0,20.7
,81.9,113.8,47.1,32.8
,76.1,103.8,67.2,23.4
,67.0,60.1,26.6,21.9
,160.0,58.1,47.9,32.5
,71.7,66.3,77.1,19.4
,104.7,83.2,43.8,14.5
,79.1,70.3,55.2,38.8
,105.6,59.3,47.5,34.1
,71.4,80.9,28.4,32.7
,76.5,62.0,31.1,31.1
,54.0,84.1,59.3,22.0
,90.5,55.3,38.5,33.3
,32.8,61.4,61.4,40.5
,86.1,76.1,72.3,30.8
,40.5,66.5,73.6,46.8
,25.3,80.5,54.7,26.4
,56.4,58.5,60.2,17.7
,98.6,122.9,63.4,31.1
,67.7,56.1,43.1,14.7
,105.6,63.3,49.5,48.8
,97.3,56.3,47.0,21.1
,73.8,62.8,41.1,25.3
,68.8,84.0,64.9,24.5
,87.1,41.1,52.5,13.2
,111.1,55.3,48.0,77.3
,110.0,64.8,55.0,51.5
,85.9,46.2,51.0,15.3
,98.3,61.2,60.7,23.7
,108.7,73.8,57.8,21.5
,67.2,80.5,72.1,22.9
,89.8,51.5,76.2,24.5
,99.5,62.7,52.9,30.0
,127.4,66.9,65.3,27.3
,83.8,74.2,56.0,15.1
,102.4,60.7,36.0,24.2
,63.6,86.2,64.5,24.3
,95.0,73.7,45.2,38.1
,101.3,56.6,52.0,29.8
,89.6,79.5,54.2,18.8
,88.1,52.6,95.7,22.9
,89.7,53.0,52.3,33.1
,97.3,67.5,52.5,31.0
,136.8,78.5,45.1,13.4
,69.6,96.3,56.1,82.0
,24.8,67.6,62.4,27.1
,75.3,79.3,54.1,15.1
,74.7,75.2,34.1,32.8
,102.9,30.1,42.5,15.0
,99.0,50.8,55.2,42.8
,66.7,87.7,34.7,18.7
,96.4,85.8,48.6,14.3
,27.1,52.0,52.9,30.5
,86.1,60.9,56.0,37.4
,105.8,90.6,88.9,22.6
,93.3,64.8,56.3,28.6
,92.2,49.1,46.0,31.3
,105.7,73.0,59.8,19.1
,37.8,79.8,47.2,14.9
,83.3,62.7,82.9,22.1
,58.3,79.7,53.9,19.1
,84.5,68.6,52.9,41.7
,46.3,98.7,52.7,19.6
,64.1,80.2,58.2,26.4
,74.4,76.8,58.3,22.7
,62.0,52.6,68.7,13.0
,76.5,113.9,77.8,16.7
,125.4,54.2,59.2,14.0
,74.1,93.3,40.7,64.7
,101.6,93.9,96.8,31.2
,69.4,60.5,56.7,25.6
,65.8,68.9,80.1,26.1
,96.4,47.1,78.8,20.7
,105.3,63.9,30.8,50.6
,69.1,54.6,77.9,21.2
,76.4,69.9,56.2,21.0
,91.6,77.9,51.5,20.5
,56.6,61.7,57.4,20.5
,94.9,58.5,61.3,42.1
,99.1,44.0,51.2,35.2
,85.7,101.1,60.6,24.2
,94.2,52.2,56.0,23.8
,103.5,74.6,42.2,30.9
,80.1,55.6,40.0,41.9
,115.6,62.2,68.2,18.8
,68.9,107.0,38.8,16.6
,84.3,86.0,47.5,27.4
,103.9,66.5,54.2,23.6
,71.5,60.1,52.1,58.7
,86.2,83.5,49.0,30.2
,147.5,59.3,70.4,15.6
,78.3,57.1,53.9,21.2
,64.3,38.7,56.7,19.1
,70.3,62.4,51.9,22.3
,74.6,38.3,57.9,45.6
,83.0,97.3,51.6,25.2
,73.5,56.7,29.8,22.6
,107.8,83.1,99.6,20.5
,100.7,45.5,52.4,39.6
,89.4,45.0,92.7,14.1
,71.4,74.1,52.8,15.6
,76.5,84.4,51.2,16.8
,51.1,91.4,62.9,39.1
,88.3,66.8,59.7,12.8
,68.9,51.9,56.6,18.2
,108.3,99.1,48.2,16.5
,82.0,110.6,48.7,34.8
,66.3,70.7,56.2,35.0
,130.6,99.7,49.4,12.9
,79.4,66.7,92.0,27.8
,87.5,81.5,61.1,41.8
,77.7,87.9,67.7,27.7
,52.9,77.6,45.5,20.9
,58.7,75.7,55.1,26.4
,135.8,44.3,68.6,36.4
,84.3,92.1,39.8,18.8
,80.4,65.2,57.3,19.1
,99.0,73.7,52.1,38.5
,60.3,59.9,60.0,35.7
,64.7,96.9,45.4,30.1
,130.0,85.8,67.9,23.9
,105.3,53.2,61.1,47.6
,30.2,71.6,88.6,29.5
,92.6,55.2,44.4,35.6
,58.3,86.6,25.1,20.6
,77.6,56.4,42.6,18.7
,82.6,92.8,45.9,18.3
,72.0,94.0,58.4,21.3
,100.0,48.1,39.3,22.9
,79.3,74.8,71.3,20.5
,90.1,75.3,41.9,18.3
,78.7,77.0,68.6,17.6
,115.0,70.7,58.3,25.4
,75.9,68.0,48.9,19.7
,151.7,49.6,22.9,17.2
,85.9,63.0,62.8,19.1
,51.4,85.3,57.8,18.9
,85.5,77.6,66.7,31.5
,83.4,73.2,38.8,26.7
,103.5,79.4,55.4,30.6
,52.4,70.8,48.6,16.7
,83.6,86.4,49.2,20.1
,85.4,71.1,39.6,45.2
,62.3,85.3,27.5,18.4
,147.0,69.2,52.6,37.5
,75.7,63.3,68.4,26.6
,69.2,43.3,45.0,40.9
,98.2,58.3,51.1,21.2
,112.4,57.5,71.1,26.1
,80.0,38.4,55.5,46.0
,71.4,67.2,51.6,17.2
,71.3,92.5,63.6,20.2
,92.9,76.2,71.1,16.4
,88.0,32.1,66.6,48.1
,94.9,83.2,61.7,27.7
,83.6,64.1,49.4,24.6
,69.4,87.9,48.6,19.3
,102.2,57.3,40.6,20.2
,105.4,76.7,42.6,37.4
,98.8,82.9,29.8,39.1
,79.0,133.2,41.5,24.8
,69.6,71.1,63.9,14.0
,102.6,79.0,55.0,14.4
,85.1,76.9,34.8,19.4
,71.1,61.6,66.2,26.2
,80.4,81.0,79.0,26.9
,98.0,92.7,76.7,19.0
,146.7,111.0,28.7,17.6
,110.9,71.6,58.3,11.0
,98.7,42.4,77.6,18.7
,64.0,69.7,37.7,25.0
,56.4,62.4,43.4,33.6
,89.6,67.6,45.1,20.6
,100.6,67.3,85.3,16.2
,90.3,59.5,53.0,26.2
,68.9,89.9,70.8,37.1
,104.9,67.9,16.0,24.0
,57.0,82.3,91.4,32.4
,31.7,70.6,42.7,24.5
,62.4,81.8,47.1,15.2
,62.1,76.8,34.7,19.3
,73.5,60.4,58.1,23.8
,102.2,79.1,84.0,35.9
,109.7,61.9,60.9,29.0
,67.2,47.2,51.4,31.1
,58.8,80.2,80.6,13.5
,61.0,50.6,61.3,48.4
,63.0,69.0,59.5,22.4
,99.7,97.3,34.2,36.1
,113.6,90.5,61.7,31.9
,115.4,70.6,60.2,14.2
,136.2,68.0,38.5,30.0
,40.6,62.7,52.9,33.1
,76.5,59.1,50.8,45.1
,66.8,49.5,59.3,20.7
,129.0,61.8,54.7,17.5
,61.4,72.7,51.4,21.4
,89.7,81.5,34.7,24.0
,82.2,63.3,36.7,17.9
,90.7,95.4,80.7,42.5
,77.5,82.7,70.7,13.3
,73.6,69.3,38.5,24.0
,75.0,80.2,62.3,24.9
,65.7,53.6,60.2,50.6
,135.8,51.3,60.7,35.7
,54.5,64.6,56.2,15.4
,89.9,73.5,29.7,45.0
,72.1,82.6,40.5,20.2
,84.8,49.1,49.6,23.2
,71.1,76.9,48.2,32.1
,80.8,53.1,49.8,44.0
,69.1,62.1,74.3,18.0
,77.2,65.1,55.3,19.9
,87.0,63.6,49.9,16.8
,86.4,63.4,51.3,18.0
,83.1,74.2,32.9,36.9
,70.2,60.4,82.7,18.6
,105.4,59.5,48.3,19.0
,62.1,68.7,56.4,35.5
,106.6,108.4,89.3,23.0
,91.6,68.6,38.5,18.0
,78.9,46.7,60.5,37.7
,90.9,42.3,49.7,13.5
,117.3,83.5,36.0,56.0
,98.0,68.9,52.9,40.8
,79.3,79.7,22.3,45.9
,52.6,71.8,50.8,20.8
,81.8,56.0,42.0,37.7
,96.4,81.5,66.5,46.6
,101.2,76.9,83.4,22.7
,68.1,64.6,65.1,47.8
,43.8,76.3,77.3,22.8
,53.0,52.1,38.8,39.2
,74.4,71.7,73.7,20.5
,99.4,65.9,47.9,19.7
,100.6,71.5,51.7,17.7
,83.3,52.0,52.6,22.9
,69.9,90.9,71.7,25.1
,90.9,87.2,79.0,30.5
,95.7,81.5,36.4,30.1
,105.8,50.7,52.3,41.2
,88.4,62.3,38.3,41.2
,60.6,59.4,53.7,18.3
,79.5,69.6,56.6,22.9
,75.0,80.0,45.2,14.0
,83.5,57.4,34.3,24.3
,126.6,72.1,58.6,38.1
,70.0,68.1,50.4,16.5
,84.3,72.1,68.4,17.8
,92.3,59.8,50.3,25.6
,55.6,67.7,54.4,17.4
,70.4,69.9,56.0,16.5
,125.3,52.0,74.2,30.4
,81.7,82.9,67.9,16.1
,46.9,58.2,85.0,15.1
,32.6,67.3,62.0,23.2
,117.5,87.1,50.8,15.7
,87.3,82.9,47.8,47.3
,111.8,60.1,53.8,19.3
,38.1,63.3,81.1,45.3
,69.7,67.9,59.4,46.4
,104.7,60.9,106.3,28.4
,90.3,69.2,51.3,44.4
,65.1,57.1,62.7,20.1
,90.7,64.2,54.4,13.7
,51.5,55.5,33.3,18.5
,50.8,61.8,42.9,25.9
,100.4,65.0,85.8,15.8
,116.8,50.9,37.8,13.0
,71.0,63.5,42.4,17.9
,114.5,49.0,65.3,12.4
,96.8,34.3,60.1,18.3
,76.6,61.6,84.7,23.6
,93.7,52.6,83.2,15.4
,68.8,105.1,58.8,19.8
,90.3,59.0,54.7,25.6
,76.3,89.0,48.7,31.5
,88.8,77.2,42.6,31.6
,71.4,64.5,37.2,23.2
,110.4,98.0,71.7,37.0
,90.3,67.8,80.2,37.0
,135.1,56.1,30.9,24.5
,90.5,65.5,71.3,29.4
,90.6,49.4,74.8,18.6
,104.1,41.9,43.3,19.2
,68.8,69.9,50.7,49.3
,44.2,102.8,60.9,13.4
,137.7,70.0,53.7,20.7
,104.4,82.6,48.5,26.9
,54.8,91.4,66.9,25.8
,86.3,74.9,45.1,53.3
,60.8,64.1,42.4,34.4
,39.0,64.1,66.5,15.5
,77.6,54.6,22.6,20.3
,52.9,70.9,82.4,19.3
,84.2,53.1,63.1,32.5
,56.6,67.6,56.2,29.6
,91.1,58.2,58.5,33.1
,66.0,68.6,74.0,23.6
,94.9,71.3,60.9,42.5
,75.4,96.2,59.8,28.1
,102.2,82.2,56.2,17.5
,68.7,50.6,87.8,20.2
,75.1,82.9,46.6,13.2
,81.6,78.8,61.4,24.0
,44.3,81.9,64.5,43.0
,118.6,73.1,54.9,12.4
,92.6,83.6,47.4,46.2
,71.7,76.3,40.9,22.7
,68.9,79.5,24.0,25.1
,100.0,40.8,71.0,39.4
,85.6,85.6,29.8,23.0
,104.1,75.4,77.8,22.3
,68.3,66.8,47.0,18.1
,80.8,57.5,41.8,44.4
,101.1,67.8,28.7,19.8
,127.0,71.5,53.6,22.2
,120.8,72.1,45.1,21.7
,44.4,72.3,57.5,20.2
,78.4,93.7,50.4,50.3
,80.7,107.4,49.6,31.9
,105.8,58.4,45.4,18.2
,105.6,57.7,47.0,24.7
,87.3,121.9,57.3,21.2
,66.0,61.8,103.2,34.7
,125.0,62.4,54.8,45.6
,110.0,66.0,63.2,16.8
,93.1,47.6,49.1,31.5
,92.5,80.8,58.8,24.8
,68.1,49.0,46.1,29.4
,92.1,55.7,69.2,25.7
,77.8,64.9,45.9,27.3
,81.8,73.1,53.0,39.7
,26.7,54.3,33.1,45.2
,117.4,69.1,29.1,12.5
,64.0,61.5,59.1,15.2
,79.5,68.7,64.3,33.0
,81.3,75.7,65.7,21.1
,71.4,82.9,45.4,41.6
,106.3,74.2,44.2,14.6
,134.4,68.7,65.5,19.2
,87.1,62.8,35.9,28.4
,35.4,43.3,56.4,16.5
,93.7,79.9,37.4,15.8
,135.8,47.0,68.4,13.5
,63.9,54.3,73.1,31.5
,98.6,58.6,54.1,17.9
,100.4,70.8,66.5,19.6
,102.1,36.1,50.3,19.5
,64.8,60.2,57.9,23.9
,151.9,68.8,43.5,35.1
,83.4,66.0,48.7,32.1
,55.4,31.0,61.2,21.3
,105.8,85.1,43.8,15.8
,68.2,72.8,57.0,17.4
,74.4,51.5,60.4,21.6
,77.2,44.8,74.7,18.4
,72.4,48.2,60.5,32.4
,94.5,72.4,62.8,38.8
,73.3,78.4,67.0,19.3
,121.3,63.6,46.4,14.9
,101.4,89.4,71.8,32.1
,49.7,79.0,44.7,33.9
,57.5,78.2,48.6,20.9
,84.9,59.6,64.8,19.6
,137.7,57.6,40.1,17.9
,80.1,110.2,79.3,45.3
,96.8,75.0,48.4,46.4
,84.3,46.3,58.5,53.7
,72.4,51.6,44.8,40.7
,79.5,49.5,56.5,16.3
,131.0,67.5,35.7,38.3
,90.6,107.2,55.6,17.8
,56.9,59.7,49.5,18.8
,102.3,68.7,44.7,18.6
,91.4,60.4,45.6,23.3
,110.9,69.3,65.1,18.6
,67.1,79.0,33.3,20.5
,104.4,61.9,48.9,28.2
,87.5,58.5,64.1,13.8
,74.0,76.1,71.7,16.0
,100.5,54.5,40.8,21.3
,74.6,57.6,84.7,21.6
,78.2,88.4,48.6,28.6
,61.4,64.8,36.2,20.8
,105.6,70.0,50.1,12.3
,96.3,79.2,40.8,16.0
,99.0,72.6,77.1,19.3
,120.4,67.5,58.2,13.1
,91.3,83.2,34.1,12.9
,104.2,65.3,65.0,18.4
,72.8,85.5,94.8,31.9
,82.3,64.5,54.0,12.8
,106.8,71.3,39.4,43.5
,35.5,51.4,54.6,25.1
,76.2,69.0,59.6,37.0
,72.0,86.9,55.2,17.6
,113.8,77.5,65.6,19.5
,63.8,48.5,63.6,25.3
,104.6,108.1,48.1,36.0
,69.2,74.0,57.5,13.9
,67.4,44.5,58.0,48.6
,25.9,80.4,37.0,43.2
,94.1,71.1,52.4,44.9
,103.8,71.9,57.1,13.5
,89.4,55.4,44.5,34.7
,70.4,94.9,56.0,32.2
,59.1,66.3,68.1,18.4
,98.0,89.8,52.3,18.3
,84.2,80.4,50.1,12.5
,83.5,68.0,44.8,25.1
,51.0,55.5,58.3,15.3
,58.9,73.0,65.9,13.5
,93.5,45.0,54.1,18.7
,114.6,71.2,52.2,31.6
,91.3,74.4,89.2,44.1
,73.3,48.0,49.8,24.6
,56.3,75.6,36.8,22.7
,82.1,127.0,77.6,19.2
,62.0,73.3,62.6,18.6
,90.1,47.7,57.7,18.8
,101.6,73.0,51.3,21.6
,78.9,51.3,68.2,20.3
,60.0,48.4,80.5,15.3
,107.7,46.7,42.1,46.2
,60.1,64.3,62.5,48.9
,98.9,55.1,96.0,25.1
,98.3,69.1,50.0,11.9
,89.6,64.7,46.7,18.9
,62.4,110.3,53.3,35.9
,87.7,83.1,20.8,31.1
,32.9,63.4,43.3,49.3
,52.2,58.5,63.9,34.6
,78.2,84.7,58.6,18.2
,47.5,71.9,59.8,28.8
,53.1,54.2,41.8,19.4
,86.6,48.8,47.1,37.1
,49.3,59.4,38.6,27.3
,55.0,77.0,39.0,49.3
,81.2,66.7,47.7,22.4
,83.1,46.0,54.1,25.0
,77.9,74.2,64.9,19.4
,42.2,56.6,47.0,13.9
,55.4,77.0,56.3,33.1
,65.6,65.8,71.1,37.1
,86.5,74.4,60.0,46.5
,102.0,68.5,49.8,22.1
,67.8,52.5,65.3,29.1
,70.0,45.2,58.8,17.6
,96.4,66.2,37.6,20.2
,110.9,69.7,54.2,31.2
,98.0,63.8,60.1,29.8
,71.5,54.2,80.7,12.3
,86.2,68.9,51.2,19.6
,87.1,51.9,48.6,23.9
,69.3,75.2,37.9,18.7
,70.1,58.4,24.9,57.2
,71.7,64.8,52.4,22.1
,90.5,59.3,44.2,11.6
,120.5,64.8,64.6,41.4
,59.4,71.0,50.8,18.9
,79.8,53.8,36.5,28.6
,55.6,72.6,37.7,30.1
,73.8,54.1,51.2,12.6
,77.0,52.1,37.6,10.6
,99.0,56.8,68.1,17.2
,112.2,77.2,51.1,10.6
,61.6,72.0,60.5,35.6
,99.5,84.8,43.6,10.9
,91.4,54.9,67.9,26.1
,62.7,81.0,60.3,23.6
,74.3,84.9,51.4,45.3
,98.9,72.4,77.1,16.5
,113.7,83.8,69.1,37.0
,126.2,59.0,60.6,37.3
,77.6,76.9,37.8,21.5
,63.5,76.5,61.0,13.2
,84.5,112.0,74.7,20.3
,81.6,61.5,35.6,18.3
,81.5,78.5,42.9,24.6
,108.6,70.7,42.1,41.7
,52.3,63.8,31.9,12.9
,58.5,62.6,52.8,13.7
,88.5,83.7,31.2,15.2
,116.8,67.7,50.7,43.2
,87.6,86.5,78.5,30.8
,79.3,46.6,95.2,20.4
,114.6,78.9,58.7,14.1
,89.0,61.5,75.6,16.1
,72.5,78.9,42.9,15.9
,72.5,52.5,27.0,20.3
,84.0,103.7,37.3,15.1
,120.1,95.6,53.5,18.9
,74.4,53.9,102.7,29.4
,80.9,94.5,52.6,25.2
,103.8,43.6,64.2,22.4
,118.1,84.1,51.9,26.7
,99.8,64.8,48.1,27.8
,86.1,76.2,67.2,20.6
,96.8,73.2,69.0,15.7
,70.9,62.9,67.0,20.8
,132.9,53.8,64.1,46.7
,67.8,60.1,28.7,29.0
,19.9,71.7,46.1,42.7
,96.0,61.7,73.1,38.6
,125.0,75.3,49.9,17.8
,50.9,58.6,88.8,18.4
,120.2,63.3,72.3,29.6
,67.5,55.8,53.3,30.1
,82.5,123.3,60.0,12.3
,82.1,64.8,81.7,27.3
,76.4,63.3,30.5,14.6
,102.9,49.5,58.5,13.2
,59.1,59.1,59.0,23.4
,74.9,81.3,54.8,28.1
,86.7,81.3,53.6,18.9
,103.5,53.8,69.7,20.0
,98.6,63.9,72.0,29.2
,74.7,54.1,57.5,18.7
,90.9,61.0,54.9,14.3
,74.2,43.4,54.9,43.5
,121.0,66.9,67.7,29.4
,72.7,55.6,52.7,10.6
,80.4,53.6,49.2,12.5
,81.9,72.2,34.3,20.3
,106.2,62.8,67.1,15.8
,73.1,63.8,60.6,25.1
,92.4,89.2,31.6,17.4
,72.0,83.0,50.6,36.1
,89.6,39.7,74.8,25.5
,106.1,53.5,63.5,25.7
,75.4,79.5,43.1,10.7
,103.3,62.5,67.1,12.4
,101.9,47.3,78.7,18.3
,52.0,99.8,63.9,21.3
,45.7,57.6,97.5,18.3
,68.4,75.6,62.1,21.3
,99.1,69.6,75.0,15.4
,50.2,82.9,50.5,12.1
,126.4,58.6,51.2,48.1
,79.9,76.2,55.0,18.7
,79.9,66.6,67.9,17.3
,78.2,41.8,52.1,39.4
,108.4,73.4,42.9,40.8
,81.8,60.4,56.7,31.4
,106.2,64.1,49.4,35.6
,108.7,78.2,64.5,13.9
,31.0,23.2,42.5,14.4
,95.4,76.5,53.2,18.9
,55.6,59.2,36.0,36.6
,105.5,61.6,44.7,36.9
,132.5,78.4,32.9,14.8
,105.4,51.8,54.8,33.1
,62.7,70.7,77.5,20.0
,87.3,68.5,63.9,21.8
,98.1,58.5,58.2,18.8
,84.3,58.6,39.9,32.3
,120.9,70.2,56.5,33.0
,94.7,50.7,34.5,18.6
,75.9,67.2,46.6,11.8
,37.8,58.9,55.0,37.0
,89.7,79.3,69.0,38.0
,82.7,60.8,46.6,17.5
,92.5,80.4,61.1,46.7
,69.3,73.2,47.6,32.1
,100.9,27.1,56.2,19.2
,112.4,95.4,58.1,22.7
,100.0,50.5,53.9,19.0
,97.7,91.1,40.2,24.3
,64.9,71.4,48.9,38.0
,111.7,75.3,71.9,13.2
,53.5,76.1,60.7,22.3
,57.0,65.9,50.9,45.8
,106.3,70.0,45.9,22.8
,90.7,66.5,49.7,30.7
,80.5,58.0,33.6,30.9
,72.6,57.2,57.3,19.6
,79.3,62.6,36.9,27.4
,79.7,60.8,58.2,36.7
,75.4,77.1,49.7,22.5
,79.0,71.4,97.3,27.8
,69.5,59.5,49.3,25.8
,75.0,79.2,35.3,29.6
,69.9,64.5,69.6,17.3
,89.5,38.3,66.4,13.0
,65.9,72.5,60.8,11.2
,72.3,32.1,64.6,27.7
,93.2,80.8,71.8,14.2
,93.2,93.0,62.1,27.0
,77.2,87.7,41.8,19.6
,96.5,62.8,44.6,20.3
,88.0,96.4,56.9,26.4
,83.3,104.4,66.7,16.9
,87.7,67.2,37.3,23.4
,90.0,84.5,91.0,36.9
,66.6,56.8,50.1,18.7
,74.7,63.4,63.4,33.0
,116.5,72.5,62.4,20.3
,54.5,84.4,47.0,24.6
,54.1,25.1,43.8,15.8
,94.9,69.3,31.3,26.0
,63.6,97.2,67.0,27.7
,80.4,48.0,58.7,18.1
,122.6,65.4,46.2,23.6
,33.1,100.4,39.8,23.7
,72.4,66.7,49.0,18.0
,101.8,70.3,75.3,38.9
,131.6,105.2,42.0,22.0
,72.3,65.3,70.4,15.3
,103.8,87.1,68.8,25.9
,95.4,58.4,52.7,40.5
,37.0,69.5,43.2,18.2
,80.2,92.0,64.6,30.6
,89.6,72.0,81.1,47.4
,66.1,37.8,46.5,32.1
,86.0,46.9,84.4,17.3
,57.4,66.9,70.4,23.6
,93.0,61.7,35.9,20.0
,94.0,72.1,26.6,19.8
,83.7,94.2,53.5,20.7
,67.2,66.4,66.5,32.1
,88.0,52.9,46.7,18.3
,88.5,66.1,37.0,16.6
,100.6,87.8,40.5,19.0
,131.2,53.3,67.9,24.4
,66.2,75.8,44.5,44.4
,111.3,59.2,45.7,27.1
,153.7,96.6,51.3,24.7
,66.2,86.6,54.6,25.2
,89.8,89.0,44.2,11.1
